Run #1,Run #1,Run #2,Run #2,Run #3,Run #3,Run #4,Run #4,Run #5,Run #5,Run #6,Run #6,Run #7,Run #7,Run #8,Run #8,Run #9,Run #9,Run #10,Run #10
Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m)
4.53,0.4692,4.53,0.5322,4.53,0.4721,4.53,0.5583,4.53,0.5126,4.53,0.6412,4.53,0.5766,4.53,0.5926,4.53,0.5788,4.53,0.5978
4.54,0.4765,4.54,0.5381,4.54,0.4794,4.54,0.561,4.54,0.5191,4.54,0.6421,4.54,0.5764,4.54,0.5871,4.54,0.5809,4.54,0.5978
4.55,0.4807,4.55,0.5409,4.55,0.4836,4.55,0.5666,4.55,0.5226,4.55,0.6458,4.55,0.5759,4.55,0.5845,4.55,0.5859,4.55,0.5976
4.56,0.4879,4.56,0.5466,4.56,0.4908,4.56,0.5692,4.56,0.5291,4.56,0.6462,4.56,0.5752,4.56,0.5817,4.56,0.5876,4.56,0.5972
4.57,0.492,4.57,0.5492,4.57,0.498,4.57,0.5745,4.57,0.5325,4.57,0.6465,4.57,0.5743,4.57,0.5757,4.57,0.5891,4.57,0.5966
4.58,0.499,4.58,0.5517,4.58,0.502,4.58,0.5768,4.58,0.5388,4.58,0.6465,4.58,0.5701,4.58,0.5726,4.58,0.5904,4.58,0.5958
4.59,0.5059,4.59,0.5571,4.59,0.5089,4.59,0.5789,4.59,0.5451,4.59,0.6464,4.59,0.5687,4.59,0.5663,4.59,0.5945,4.59,0.5918
4.6,0.5097,4.6,0.5593,4.6,0.5157,4.6,0.5809,4.6,0.5482,4.6,0.646,4.6,0.5671,4.6,0.563,4.6,0.5953,4.6,0.5906
4.61,0.5164,4.61,0.5614,4.61,0.5194,4.61,0.5857,4.61,0.5513,4.61,0.6424,4.61,0.5653,4.61,0.5565,4.61,0.5959,4.61,0.5892
4.62,0.52,4.62,0.5664,4.62,0.526,4.62,0.5874,4.62,0.5573,4.62,0.6416,4.62,0.5602,4.62,0.5528,4.62,0.5963,4.62,0.5877
4.63,0.5264,4.63,0.5682,4.63,0.5294,4.63,0.5889,4.63,0.5602,4.63,0.6407,4.63,0.558,4.63,0.5462,4.63,0.5965,4.63,0.5859
4.64,0.5296,4.64,0.5699,4.64,0.5356,4.64,0.5903,4.64,0.5659,4.64,0.6395,4.64,0.5555,4.64,0.5394,4.64,0.5964,4.64,0.581
4.65,0.5357,4.65,0.5714,4.65,0.5386,4.65,0.5944,4.65,0.5685,4.65,0.6381,4.65,0.5499,4.65,0.5355,4.65,0.5961,4.65,0.579
4.66,0.5386,4.66,0.5727,4.66,0.5415,4.66,0.5954,4.66,0.571,4.66,0.6366,4.66,0.5471,4.66,0.5286,4.66,0.5956,4.66,0.5767
4.67,0.5413,4.67,0.5769,4.67,0.5472,4.67,0.5962,4.67,0.5763,4.67,0.6319,4.67,0.5442,4.67,0.5247,4.67,0.5919,4.67,0.5714
4.68,0.5468,4.68,0.5779,4.68,0.5496,4.68,0.5969,4.68,0.5785,4.68,0.63,4.68,0.538,4.68,0.5178,4.68,0.5909,4.68,0.5689
4.69,0.5491,4.69,0.5788,4.69,0.5519,4.69,0.5974,4.69,0.5805,4.69,0.6279,4.69,0.5348,4.69,0.5138,4.69,0.5898,4.69,0.5662
4.7,0.5512,4.7,0.5794,4.7,0.557,4.7,0.5976,4.7,0.5854,4.7,0.6227,4.7,0.5284,4.7,0.5068,4.7,0.5884,4.7,0.5605
4.71,0.5561,4.71,0.5799,4.71,0.5588,4.71,0.5977,4.71,0.5871,4.71,0.6204,4.71,0.5249,4.71,0.4999,4.71,0.5868,4.71,0.5576
4.72,0.5578,4.72,0.5803,4.72,0.5604,4.72,0.5977,4.72,0.5886,4.72,0.6179,4.72,0.5182,4.72,0.4959,4.72,0.582,4.72,0.5516
4.73,0.5593,4.73,0.5804,4.73,0.5618,4.73,0.5974,4.73,0.5899,4.73,0.6123,4.73,0.5145,4.73,0.489,4.73,0.5801,4.73,0.5486
4.74,0.5605,4.74,0.5804,4.74,0.5659,4.74,0.597,4.74,0.594,4.74,0.6095,4.74,0.5077,4.74,0.4822,4.74,0.5779,4.74,0.5424
4.75,0.5614,4.75,0.5801,4.75,0.5668,4.75,0.5964,4.75,0.595,4.75,0.6067,4.75,0.5009,4.75,0.4784,4.75,0.5726,4.75,0.5392
4.76,0.5652,4.76,0.5798,4.76,0.5674,4.76,0.5956,4.76,0.5958,4.76,0.6007,4.76,0.4969,4.76,0.4717,4.76,0.5701,4.76,0.5329
4.77,0.5657,4.77,0.5792,4.77,0.5678,4.77,0.5946,4.77,0.5963,4.77,0.5977,4.77,0.49,4.77,0.4681,4.77,0.5674,4.77,0.5296
4.78,0.5659,4.78,0.5785,4.78,0.568,4.78,0.5905,4.78,0.5967,4.78,0.5915,4.78,0.486,4.78,0.4616,4.78,0.5616,4.78,0.5233
4.79,0.566,4.79,0.5776,4.79,0.5679,4.79,0.5893,4.79,0.5969,4.79,0.5883,4.79,0.4789,4.79,0.4582,4.79,0.5587,4.79,0.5199
4.8,0.5657,4.8,0.5765,4.8,0.5676,4.8,0.5878,4.8,0.5969,4.8,0.5821,4.8,0.4719,4.8,0.452,4.8,0.5526,4.8,0.5135
4.81,0.5653,4.81,0.5723,4.81,0.5671,4.81,0.5863,4.81,0.5967,4.81,0.5788,4.81,0.4679,4.81,0.4488,4.81,0.5494,4.81,0.5102
4.82,0.5616,4.82,0.571,4.82,0.5663,4.82,0.5815,4.82,0.5963,4.82,0.5725,4.82,0.4609,4.82,0.4429,4.82,0.5431,4.82,0.5038
4.83,0.5607,4.83,0.5694,4.83,0.5623,4.83,0.5797,4.83,0.5957,4.83,0.5691,4.83,0.457,4.83,0.44,4.83,0.5397,4.83,0.5005
4.84,0.5595,4.84,0.5678,4.84,0.561,4.84,0.5777,4.84,0.595,4.84,0.5628,4.84,0.4501,4.84,0.4344,4.84,0.5333,4.84,0.4942
4.85,0.5582,4.85,0.566,4.85,0.5595,4.85,0.5756,4.85,0.591,4.85,0.5594,4.85,0.4462,4.85,0.4319,4.85,0.5298,4.85,0.4909
4.86,0.5566,4.86,0.5611,4.86,0.5578,4.86,0.5704,4.86,0.5899,4.86,0.5531,4.86,0.4395,4.86,0.4295,4.86,0.5232,4.86,0.4847
4.87,0.5518,4.87,0.559,4.87,0.5559,4.87,0.5681,4.87,0.5886,4.87,0.5498,4.87,0.4328,4.87,0.4244,4.87,0.5195,4.87,0.4815
4.88,0.5498,4.88,0.5569,4.88,0.5508,4.88,0.5656,4.88,0.5872,4.88,0.5465,4.88,0.4292,4.88,0.4225,4.88,0.5129,4.88,0.4755
4.89,0.5476,4.89,0.5516,4.89,0.5485,4.89,0.5601,4.89,0.5856,4.89,0.5403,4.89,0.4228,4.89,0.4207,4.89,0.5092,4.89,0.4725
4.9,0.5422,4.9,0.5493,4.9,0.546,4.9,0.5575,4.9,0.5808,4.9,0.5371,4.9,0.4194,4.9,0.4162,4.9,0.5025,4.9,0.4696
4.91,0.5396,4.91,0.5468,4.91,0.5403,4.91,0.5519,4.91,0.5788,4.91,0.531,4.91,0.4132,4.91,0.4149,4.91,0.4988,4.91,0.4638
4.92,0.5369,4.92,0.5413,4.92,0.5374,4.92,0.5492,4.92,0.5768,4.92,0.5279,4.92,0.4102,4.92,0.4137,4.92,0.4921,4.92,0.4612
4.93,0.531,4.93,0.5387,4.93,0.5314,4.93,0.5464,4.93,0.5716,4.93,0.522,4.93,0.4072,4.93,0.4128,4.93,0.4885,4.93,0.4557
4.94,0.5279,4.94,0.536,4.94,0.5283,4.94,0.5406,4.94,0.5692,4.94,0.5192,4.94,0.4015,4.94,0.4121,4.94,0.4819,4.94,0.4533
4.95,0.5218,4.95,0.5303,4.95,0.522,4.95,0.5377,4.95,0.5668,4.95,0.5134,4.95,0.3989,4.95,0.4117,4.95,0.4754,4.95,0.451
4.96,0.5184,4.96,0.5275,4.96,0.5185,4.96,0.5319,4.96,0.5612,4.96,0.5108,4.96,0.3965,4.96,0.4114,4.96,0.4719,4.96,0.4459
4.97,0.512,4.97,0.5217,4.97,0.512,4.97,0.529,4.97,0.5586,4.97,0.5083,4.97,0.3913,4.97,0.4114,4.97,0.4655,4.97,0.4439
4.98,0.5085,4.98,0.5188,4.98,0.5084,4.98,0.5261,4.98,0.5558,4.98,0.503,4.98,0.3893,4.98,0.4116,4.98,0.4622,4.98,0.4421
4.99,0.5019,4.99,0.516,4.99,0.5016,4.99,0.5202,4.99,0.55,4.99,0.5008,4.99,0.3875,4.99,0.412,4.99,0.4591,4.99,0.4405
5,0.4982,5,0.5101,5,0.4978,5,0.5174,5,0.5471,5,0.4987,5,0.3858,5,0.4126,5,0.453,5,0.436
5.01,0.4914,5.01,0.5073,5.01,0.491,5.01,0.5116,5.01,0.5411,5.01,0.4938,5.01,0.3814,5.01,0.4134,5.01,0.45,5.01,0.4347
5.02,0.4876,5.02,0.5014,5.02,0.487,5.02,0.5088,5.02,0.5381,5.02,0.492,5.02,0.3802,5.02,0.4145,5.02,0.4442,5.02,0.4336
5.03,0.4807,5.03,0.4986,5.03,0.4801,5.03,0.503,5.03,0.532,5.03,0.4904,5.03,0.3793,5.03,0.4157,5.03,0.4415,5.03,0.4326
5.04,0.4738,5.04,0.4928,5.04,0.4731,5.04,0.5004,5.04,0.5289,5.04,0.489,5.04,0.3785,5.04,0.4201,5.04,0.436,5.04,0.4318
5.05,0.4699,5.05,0.4901,5.05,0.4691,5.05,0.4977,5.05,0.5228,5.05,0.4848,5.05,0.378,5.05,0.4218,5.05,0.4336,5.05,0.4313
5.06,0.463,5.06,0.4874,5.06,0.4621,5.06,0.4922,5.06,0.5197,5.06,0.4837,5.06,0.3776,5.06,0.4236,5.06,0.4314,5.06,0.4309
5.07,0.4591,5.07,0.4818,5.07,0.4582,5.07,0.4897,5.07,0.5136,5.07,0.4829,5.07,0.3775,5.07,0.4256,5.07,0.4264,5.07,0.4307
5.08,0.4523,5.08,0.4792,5.08,0.4512,5.08,0.4844,5.08,0.5105,5.08,0.4822,5.08,0.3777,5.08,0.4308,5.08,0.4245,5.08,0.4307
5.09,0.4485,5.09,0.4737,5.09,0.4443,5.09,0.4821,5.09,0.5074,5.09,0.4817,5.09,0.378,5.09,0.4331,5.09,0.4229,5.09,0.4308
5.1,0.4417,5.1,0.4713,5.1,0.4405,5.1,0.4799,5.1,0.5014,5.1,0.4813,5.1,0.3786,5.1,0.4356,5.1,0.4214,5.1,0.4312
5.11,0.435,5.11,0.469,5.11,0.4337,5.11,0.4749,5.11,0.4984,5.11,0.4812,5.11,0.3794,5.11,0.4413,5.11,0.4201,5.11,0.4317
5.12,0.4314,5.12,0.4638,5.12,0.43,5.12,0.4729,5.12,0.4924,5.12,0.4813,5.12,0.3803,5.12,0.4441,5.12,0.416,5.12,0.4324
5.13,0.4249,5.13,0.4617,5.13,0.4235,5.13,0.4711,5.13,0.4895,5.13,0.4815,5.13,0.3816,5.13,0.45,5.13,0.4152,5.13,0.4333
5.14,0.4215,5.14,0.4597,5.14,0.42,5.14,0.4695,5.14,0.4837,5.14,0.4819,5.14,0.386,5.14,0.453,5.14,0.4145,5.14,0.4344
5.15,0.4151,5.15,0.4578,5.15,0.4136,5.15,0.4649,5.15,0.481,5.15,0.4825,5.15,0.3876,5.15,0.4592,5.15,0.414,5.15,0.4356
5.16,0.412,5.16,0.4531,5.16,0.4104,5.16,0.4635,5.16,0.4753,5.16,0.4833,5.16,0.3894,5.16,0.4624,5.16,0.4138,5.16,0.44
5.17,0.4089,5.17,0.4515,5.17,0.4043,5.17,0.4623,5.17,0.4728,5.17,0.4843,5.17,0.3913,5.17,0.4688,5.17,0.4137,5.17,0.4416
5.18,0.403,5.18,0.45,5.18,0.4013,5.18,0.4612,5.18,0.4703,5.18,0.4854,5.18,0.3965,5.18,0.4722,5.18,0.4138,5.18,0.4433
5.19,0.4003,5.19,0.4487,5.19,0.3985,5.19,0.4602,5.19,0.465,5.19,0.4897,5.19,0.3988,5.19,0.4786,5.19,0.4142,5.19,0.4481
5.2,0.3977,5.2,0.4445,5.2,0.3959,5.2,0.4594,5.2,0.4628,5.2,0.4912,5.2,0.4013,5.2,0.4822,5.2,0.4148,5.2,0.4501
5.21,0.3923,5.21,0.4434,5.21,0.3905,5.21,0.4558,5.21,0.4607,5.21,0.4928,5.21,0.404,5.21,0.4887,5.21,0.4155,5.21,0.4523
5.22,0.39,5.22,0.4425,5.22,0.3882,5.22,0.4553,5.22,0.4558,5.22,0.4946,5.22,0.4098,5.22,0.4923,5.22,0.4195,5.22,0.4575
5.23,0.388,5.23,0.4418,5.23,0.3861,5.23,0.455,5.23,0.454,5.23,0.4995,5.23,0.4127,5.23,0.4989,5.23,0.4206,5.23,0.4599
5.24,0.3861,5.24,0.4412,5.24,0.3813,5.24,0.4549,5.24,0.4523,5.24,0.5015,5.24,0.4187,5.24,0.5055,5.24,0.422,5.24,0.4624
5.25,0.3815,5.25,0.4408,5.25,0.3796,5.25,0.4549,5.25,0.4509,5.25,0.5037,5.25,0.4219,5.25,0.5091,5.25,0.4235,5.25,0.4679
5.26,0.38,5.26,0.4405,5.26,0.3781,5.26,0.455,5.26,0.4465,5.26,0.509,5.26,0.4282,5.26,0.5157,5.26,0.4252,5.26,0.4706
5.27,0.3788,5.27,0.4404,5.27,0.3769,5.27,0.4554,5.27,0.4453,5.27,0.5114,5.27,0.4315,5.27,0.5193,5.27,0.4301,5.27,0.4764
5.28,0.3777,5.28,0.4405,5.28,0.3759,5.28,0.4558,5.28,0.4443,5.28,0.5139,5.28,0.438,5.28,0.5258,5.28,0.4321,5.28,0.4792
5.29,0.3769,5.29,0.4407,5.29,0.372,5.29,0.4595,5.29,0.4435,5.29,0.5196,5.29,0.4415,5.29,0.5293,5.29,0.4343,5.29,0.4821
5.3,0.3763,5.3,0.4411,5.3,0.3715,5.3,0.4603,5.3,0.4428,5.3,0.5223,5.3,0.4481,5.3,0.5357,5.3,0.4396,5.3,0.488
5.31,0.3759,5.31,0.4416,5.31,0.3711,5.31,0.4612,5.31,0.4423,5.31,0.525,5.31,0.4517,5.31,0.539,5.31,0.4421,5.31,0.491
5.32,0.3758,5.32,0.4422,5.32,0.3709,5.32,0.4623,5.32,0.4419,5.32,0.5309,5.32,0.4583,5.32,0.5452,5.32,0.4447,5.32,0.497
5.33,0.3758,5.33,0.4431,5.33,0.371,5.33,0.4635,5.33,0.4418,5.33,0.5338,5.33,0.462,5.33,0.5483,5.33,0.4505,5.33,0.5
5.34,0.3761,5.34,0.444,5.34,0.3713,5.34,0.4649,5.34,0.4418,5.34,0.5397,5.34,0.4687,5.34,0.5544,5.34,0.4533,5.34,0.5061
5.35,0.3766,5.35,0.4481,5.35,0.3718,5.35,0.4693,5.35,0.4419,5.35,0.5427,5.35,0.4723,5.35,0.5573,5.35,0.4593,5.35,0.5091
5.36,0.3773,5.36,0.4494,5.36,0.3756,5.36,0.471,5.36,0.4423,5.36,0.5487,5.36,0.479,5.36,0.563,5.36,0.4623,5.36,0.5151
5.37,0.3782,5.37,0.4508,5.37,0.3765,5.37,0.4727,5.37,0.4428,5.37,0.5517,5.37,0.4826,5.37,0.5657,5.37,0.4684,5.37,0.5181
5.38,0.3794,5.38,0.4523,5.38,0.3777,5.38,0.4745,5.38,0.4435,5.38,0.5577,5.38,0.4892,5.38,0.5682,5.38,0.4716,5.38,0.5241
5.39,0.3807,5.39,0.4539,5.39,0.379,5.39,0.4795,5.39,0.4443,5.39,0.5608,5.39,0.4927,5.39,0.5735,5.39,0.4779,5.39,0.5271
5.4,0.3822,5.4,0.4587,5.4,0.3806,5.4,0.4816,5.4,0.4453,5.4,0.5638,5.4,0.4992,5.4,0.5757,5.4,0.4812,5.4,0.53
5.41,0.3869,5.41,0.4605,5.41,0.3854,5.41,0.4837,5.41,0.4495,5.41,0.5698,5.41,0.5056,5.41,0.5777,5.41,0.4845,5.41,0.5358
5.42,0.3888,5.42,0.4625,5.42,0.3873,5.42,0.4889,5.42,0.4508,5.42,0.5727,5.42,0.5089,5.42,0.5826,5.42,0.4909,5.42,0.5386
5.43,0.3909,5.43,0.4646,5.43,0.3895,5.43,0.4912,5.43,0.4522,5.43,0.5786,5.43,0.5151,5.43,0.5843,5.43,0.4943,5.43,0.5443
5.44,0.3962,5.44,0.4697,5.44,0.3918,5.44,0.4936,5.44,0.4538,5.44,0.5814,5.44,0.5182,5.44,0.5858,5.44,0.5006,5.44,0.5469
5.45,0.3986,5.45,0.472,5.45,0.3973,5.45,0.499,5.45,0.4586,5.45,0.5872,5.45,0.5212,5.45,0.5871,5.45,0.507,5.45,0.5494
5.46,0.4012,5.46,0.4743,5.46,0.3999,5.46,0.5015,5.46,0.4604,5.46,0.5899,5.46,0.5271,5.46,0.5882,5.46,0.5104,5.46,0.5548
5.47,0.4039,5.47,0.4796,5.47,0.4027,5.47,0.504,5.47,0.4624,5.47,0.5925,5.47,0.5298,5.47,0.5891,5.47,0.5167,5.47,0.5571
5.48,0.4097,5.48,0.4821,5.48,0.4086,5.48,0.5096,5.48,0.4645,5.48,0.5981,5.48,0.5354,5.48,0.5929,5.48,0.5199,5.48,0.5593
5.49,0.4127,5.49,0.4876,5.49,0.4116,5.49,0.5122,5.49,0.4697,5.49,0.6005,5.49,0.5378,5.49,0.5934,5.49,0.5262,5.49,0.5644
5.5,0.4188,5.5,0.4901,5.5,0.4178,5.5,0.5148,5.5,0.472,5.5,0.6058,5.5,0.5401,5.5,0.5937,5.5,0.5293,5.5,0.5663
5.51,0.422,5.51,0.4926,5.51,0.4211,5.51,0.5204,5.51,0.4743,5.51,0.608,5.51,0.5452,5.51,0.5939,5.51,0.5324,5.51,0.5681
5.52,0.4283,5.52,0.4982,5.52,0.4274,5.52,0.523,5.52,0.4798,5.52,0.6101,5.52,0.5471,5.52,0.5938,5.52,0.5384,5.52,0.5698
5.53,0.4317,5.53,0.5008,5.53,0.4309,5.53,0.5286,5.53,0.4824,5.53,0.6121,5.53,0.5489,5.53,0.5906,5.53,0.5413,5.53,0.5743
5.54,0.4381,5.54,0.5034,5.54,0.4374,5.54,0.5312,5.54,0.488,5.54,0.6169,5.54,0.5505,5.54,0.5901,5.54,0.547,5.54,0.5757
5.55,0.4416,5.55,0.509,5.55,0.441,5.55,0.5337,5.55,0.4906,5.55,0.6185,5.55,0.5549,5.55,0.5895,5.55,0.5497,5.55,0.5769
5.56,0.4482,5.56,0.5116,5.56,0.4476,5.56,0.5392,5.56,0.4933,5.56,0.6201,5.56,0.556,5.56,0.5887,5.56,0.5523,5.56,0.5779
5.57,0.4517,5.57,0.5172,5.57,0.4512,5.57,0.5417,5.57,0.4991,5.57,0.6215,5.57,0.557,5.57,0.5877,5.57,0.5577,5.57,0.5788
5.58,0.4583,5.58,0.5197,5.58,0.4579,5.58,0.5471,5.58,0.5019,5.58,0.6257,5.58,0.5578,5.58,0.5865,5.58,0.5599,5.58,0.5795
5.59,0.462,5.59,0.5222,5.59,0.4616,5.59,0.5495,5.59,0.5077,5.59,0.6267,5.59,0.5584,5.59,0.5821,5.59,0.5621,5.59,0.5801
5.6,0.4686,5.6,0.5277,5.6,0.4683,5.6,0.5518,5.6,0.5105,5.6,0.6277,5.6,0.5588,5.6,0.5806,5.6,0.5671,5.6,0.5805
5.61,0.4722,5.61,0.5301,5.61,0.472,5.61,0.557,5.61,0.5163,5.61,0.6284,5.61,0.559,5.61,0.5789,5.61,0.5689,5.61,0.5807
5.62,0.4787,5.62,0.5325,5.62,0.4786,5.62,0.5591,5.62,0.5191,5.62,0.629,5.62,0.559,5.62,0.577,5.62,0.5705,5.62,0.5808
5.63,0.4823,5.63,0.5378,5.63,0.4822,5.63,0.5611,5.63,0.5218,5.63,0.6294,5.63,0.5588,5.63,0.572,5.63,0.575,5.63,0.5807
5.64,0.4887,5.64,0.54,5.64,0.4888,5.64,0.5661,5.64,0.5276,5.64,0.6296,5.64,0.5584,5.64,0.5698,5.64,0.5763,5.64,0.5804
5.65,0.4922,5.65,0.5421,5.65,0.4923,5.65,0.5679,5.65,0.5303,5.65,0.6297,5.65,0.5578,5.65,0.5675,5.65,0.5774,5.65,0.58
5.66,0.4985,5.66,0.5471,5.66,0.4987,5.66,0.5696,5.66,0.536,5.66,0.6296,5.66,0.557,5.66,0.5621,5.66,0.5784,5.66,0.5794
5.67,0.5018,5.67,0.5491,5.67,0.502,5.67,0.5712,5.67,0.5386,5.67,0.6293,5.67,0.5561,5.67,0.5595,5.67,0.5792,5.67,0.5787
5.68,0.5079,5.68,0.5509,5.68,0.5083,5.68,0.5757,5.68,0.5411,5.68,0.6289,5.68,0.5519,5.68,0.5539,5.68,0.5797,5.68,0.5777
5.69,0.511,5.69,0.5526,5.69,0.5114,5.69,0.5771,5.69,0.5466,5.69,0.6283,5.69,0.5505,5.69,0.5511,5.69,0.5801,5.69,0.5767
5.7,0.5169,5.7,0.5572,5.7,0.5174,5.7,0.5783,5.7,0.549,5.7,0.6276,5.7,0.549,5.7,0.5452,5.7,0.5803,5.7,0.5725
5.71,0.5197,5.71,0.5588,5.71,0.5203,5.71,0.5794,5.71,0.5513,5.71,0.6267,5.71,0.5473,5.71,0.5423,5.71,0.5803,5.71,0.5711
5.72,0.5254,5.72,0.5601,5.72,0.526,5.72,0.5804,5.72,0.5565,5.72,0.6256,5.72,0.5424,5.72,0.5393,5.72,0.5802,5.72,0.5697
5.73,0.528,5.73,0.5614,5.73,0.5286,5.73,0.5813,5.73,0.5586,5.73,0.6244,5.73,0.5404,5.73,0.5332,5.73,0.5798,5.73,0.568
5.74,0.5303,5.74,0.5625,5.74,0.5311,5.74,0.582,5.74,0.5606,5.74,0.6201,5.74,0.5382,5.74,0.5301,5.74,0.5793,5.74,0.5633
5.75,0.5356,5.75,0.5665,5.75,0.5364,5.75,0.5825,5.75,0.5655,5.75,0.6186,5.75,0.5329,5.75,0.5239,5.75,0.5785,5.75,0.5614
5.76,0.5376,5.76,0.5673,5.76,0.5385,5.76,0.5829,5.76,0.5673,5.76,0.617,5.76,0.5304,5.76,0.5207,5.76,0.5776,5.76,0.5595
5.77,0.5395,5.77,0.5681,5.77,0.5404,5.77,0.5832,5.77,0.5689,5.77,0.6152,5.77,0.5279,5.77,0.5145,5.77,0.5766,5.77,0.5544
5.78,0.5413,5.78,0.5686,5.78,0.5422,5.78,0.5833,5.78,0.5705,5.78,0.6104,5.78,0.5222,5.78,0.5113,5.78,0.5753,5.78,0.5522
5.79,0.5458,5.79,0.5691,5.79,0.5468,5.79,0.5833,5.79,0.5718,5.79,0.6084,5.79,0.5193,5.79,0.5051,5.79,0.5709,5.79,0.5499
5.8,0.5471,5.8,0.5694,5.8,0.5481,5.8,0.5832,5.8,0.5761,5.8,0.6063,5.8,0.5134,5.8,0.5019,5.8,0.5693,5.8,0.5446
5.81,0.5483,5.81,0.5695,5.81,0.5493,5.81,0.5829,5.81,0.5772,5.81,0.6011,5.81,0.5104,5.81,0.4957,5.81,0.5676,5.81,0.5422
5.82,0.5492,5.82,0.5695,5.82,0.5503,5.82,0.5824,5.82,0.5781,5.82,0.5989,5.82,0.5044,5.82,0.4925,5.82,0.5657,5.82,0.5397
5.83,0.55,5.83,0.5694,5.83,0.5511,5.83,0.5819,5.83,0.5789,5.83,0.5965,5.83,0.5012,5.83,0.4864,5.83,0.5607,5.83,0.5341
5.84,0.5506,5.84,0.5691,5.84,0.5517,5.84,0.5812,5.84,0.5796,5.84,0.5911,5.84,0.495,5.84,0.4834,5.84,0.5586,5.84,0.5315
5.85,0.5509,5.85,0.5687,5.85,0.5521,5.85,0.5803,5.85,0.5801,5.85,0.5886,5.85,0.4918,5.85,0.4774,5.85,0.5563,5.85,0.5259
5.86,0.5511,5.86,0.5681,5.86,0.5523,5.86,0.5794,5.86,0.5804,5.86,0.5861,5.86,0.4855,5.86,0.4745,5.86,0.5509,5.86,0.5232
5.87,0.5511,5.87,0.5644,5.87,0.5522,5.87,0.5783,5.87,0.5806,5.87,0.5805,5.87,0.4822,5.87,0.4686,5.87,0.5484,5.87,0.5205
5.88,0.5508,5.88,0.5636,5.88,0.552,5.88,0.5771,5.88,0.5807,5.88,0.5778,5.88,0.4759,5.88,0.4659,5.88,0.5458,5.88,0.5148
5.89,0.5504,5.89,0.5627,5.89,0.5516,5.89,0.5757,5.89,0.5806,5.89,0.5752,5.89,0.4726,5.89,0.4633,5.89,0.5401,5.89,0.5122
5.9,0.5498,5.9,0.5616,5.9,0.5509,5.9,0.5713,5.9,0.5803,5.9,0.5695,5.9,0.4693,5.9,0.4578,5.9,0.5374,5.9,0.5065
5.91,0.5489,5.91,0.5604,5.91,0.5501,5.91,0.5698,5.91,0.5799,5.91,0.5668,5.91,0.463,5.91,0.4554,5.91,0.5315,5.91,0.5038
5.92,0.5479,5.92,0.5591,5.92,0.5491,5.92,0.5681,5.92,0.5794,5.92,0.5611,5.92,0.4598,5.92,0.4531,5.92,0.5286,5.92,0.4981
5.93,0.5467,5.93,0.5547,5.93,0.5479,5.93,0.5664,5.93,0.5787,5.93,0.5584,5.93,0.4536,5.93,0.4479,5.93,0.5257,5.93,0.4955
5.94,0.5454,5.94,0.5532,5.94,0.5465,5.94,0.5616,5.94,0.5778,5.94,0.5558,5.94,0.4504,5.94,0.4459,5.94,0.5197,5.94,0.4929
5.95,0.5408,5.95,0.5515,5.95,0.5419,5.95,0.5597,5.95,0.5768,5.95,0.5501,5.95,0.4443,5.95,0.4441,5.95,0.5167,5.95,0.4874
5.96,0.5391,5.96,0.5498,5.96,0.5401,5.96,0.5577,5.96,0.5727,5.96,0.5475,5.96,0.4413,5.96,0.4424,5.96,0.5107,5.96,0.485
5.97,0.5372,5.97,0.545,5.97,0.5382,5.97,0.5557,5.97,0.5715,5.97,0.542,5.97,0.4354,5.97,0.4378,5.97,0.5076,5.97,0.4826
5.98,0.5352,5.98,0.5431,5.98,0.5331,5.98,0.5506,5.98,0.5701,5.98,0.5395,5.98,0.4325,5.98,0.4364,5.98,0.5016,5.98,0.4772
5.99,0.53,5.99,0.5412,5.99,0.5309,5.99,0.5485,5.99,0.5686,5.99,0.537,5.99,0.4298,5.99,0.4352,5.99,0.4986,5.99,0.475
6,0.5276,6,0.5391,6,0.5285,6,0.5463,6,0.567,6,0.5317,6,0.4241,6,0.4342,6,0.4926,6,0.4728
6.01,0.5252,6.01,0.534,6.01,0.523,6.01,0.541,6.01,0.5623,6.01,0.5294,6.01,0.4216,6.01,0.4333,6.01,0.4896,6.01,0.4678
6.02,0.5196,6.02,0.5319,6.02,0.5204,6.02,0.5388,6.02,0.5604,6.02,0.5272,6.02,0.4192,6.02,0.4326,6.02,0.4837,6.02,0.4658
6.03,0.5169,6.03,0.5297,6.03,0.5176,6.03,0.5365,6.03,0.5585,6.03,0.522,6.03,0.414,6.03,0.4321,6.03,0.4808,6.03,0.464
6.04,0.5111,6.04,0.5245,6.04,0.5118,6.04,0.5313,6.04,0.5535,6.04,0.52,6.04,0.4119,6.04,0.4317,6.04,0.478,6.04,0.4623
6.05,0.5082,6.05,0.5222,6.05,0.5088,6.05,0.529,6.05,0.5514,6.05,0.5181,6.05,0.4099,6.05,0.4316,6.05,0.4722,6.05,0.4577
6.06,0.5052,6.06,0.5199,6.06,0.5027,6.06,0.5267,6.06,0.5493,6.06,0.5133,6.06,0.4051,6.06,0.4316,6.06,0.4696,6.06,0.4562
6.07,0.4992,6.07,0.5146,6.07,0.4996,6.07,0.5214,6.07,0.544,6.07,0.5116,6.07,0.4035,6.07,0.4318,6.07,0.464,6.07,0.4549
