Run #1,Run #1,Run #2,Run #2,Run #3,Run #3,Run #4,Run #4,Run #5,Run #5,Run #6,Run #6,Run #7,Run #7,Run #8,Run #8,Run #9,Run #9,Run #10,Run #10
Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m)
1.43,0.5802,1.43,0.6305,1.43,0.5949,1.43,0.6511,1.43,0.6301,1.43,0.7053,1.43,0.5759,1.43,0.5174,1.43,0.6611,1.43,0.6233
1.44,0.5878,1.44,0.6322,1.44,0.6019,1.44,0.6531,1.44,0.6371,1.44,0.7024,1.44,0.5697,1.44,0.507,1.44,0.6602,1.44,0.6182
1.45,0.595,1.45,0.6336,1.45,0.6055,1.45,0.6577,1.45,0.6438,1.45,0.6962,1.45,0.5603,1.45,0.4966,1.45,0.6559,1.45,0.6098
1.46,0.5989,1.46,0.6346,1.46,0.6117,1.46,0.659,1.46,0.6472,1.46,0.6926,1.46,0.5507,1.46,0.4863,1.46,0.6542,1.46,0.6012
1.47,0.6054,1.47,0.6383,1.47,0.6145,1.47,0.66,1.47,0.6532,1.47,0.6858,1.47,0.541,1.47,0.4761,1.47,0.6521,1.47,0.5954
1.48,0.6086,1.48,0.6386,1.48,0.62,1.48,0.6605,1.48,0.6559,1.48,0.6816,1.48,0.5311,1.48,0.466,1.48,0.6466,1.48,0.5864
1.49,0.6114,1.49,0.6387,1.49,0.6221,1.49,0.6608,1.49,0.6582,1.49,0.6741,1.49,0.5212,1.49,0.456,1.49,0.6438,1.49,0.5773
1.5,0.6168,1.5,0.6384,1.5,0.6237,1.5,0.6606,1.5,0.6631,1.5,0.6664,1.5,0.5111,1.5,0.4462,1.5,0.6376,1.5,0.568
1.51,0.6188,1.51,0.6377,1.51,0.628,1.51,0.6601,1.51,0.6647,1.51,0.6614,1.51,0.501,1.51,0.4365,1.51,0.6341,1.51,0.5586
1.52,0.6204,1.52,0.6368,1.52,0.6289,1.52,0.6562,1.52,0.6659,1.52,0.6531,1.52,0.4908,1.52,0.4271,1.52,0.6272,1.52,0.5491
1.53,0.6216,1.53,0.6355,1.53,0.6294,1.53,0.655,1.53,0.6696,1.53,0.6446,1.53,0.4806,1.53,0.4179,1.53,0.6231,1.53,0.5396
1.54,0.6223,1.54,0.6339,1.54,0.6294,1.54,0.6535,1.54,0.67,1.54,0.636,1.54,0.4705,1.54,0.4089,1.54,0.6156,1.54,0.53
1.55,0.6227,1.55,0.629,1.55,0.6291,1.55,0.6516,1.55,0.6701,1.55,0.6271,1.55,0.4603,1.55,0.4001,1.55,0.6079,1.55,0.5204
1.56,0.6227,1.56,0.6268,1.56,0.6283,1.56,0.6464,1.56,0.6697,1.56,0.6181,1.56,0.4502,1.56,0.3917,1.56,0.6029,1.56,0.5137
1.57,0.6223,1.57,0.6243,1.57,0.6272,1.57,0.6439,1.57,0.669,1.57,0.609,1.57,0.4402,1.57,0.3836,1.57,0.5946,1.57,0.5041
1.58,0.6214,1.58,0.6215,1.58,0.6227,1.58,0.641,1.58,0.6679,1.58,0.6027,1.58,0.4304,1.58,0.3757,1.58,0.5861,1.58,0.4946
1.59,0.6202,1.59,0.6154,1.59,0.6207,1.59,0.6349,1.59,0.6664,1.59,0.5934,1.59,0.4206,1.59,0.3682,1.59,0.5775,1.59,0.4851
1.6,0.6185,1.6,0.6121,1.6,0.6184,1.6,0.6314,1.6,0.6645,1.6,0.5839,1.6,0.411,1.6,0.364,1.6,0.5686,1.6,0.4757
1.61,0.6135,1.61,0.6055,1.61,0.6158,1.61,0.6247,1.61,0.6593,1.61,0.5745,1.61,0.4015,1.61,0.3572,1.61,0.5596,1.61,0.4663
1.62,0.6111,1.62,0.6017,1.62,0.6098,1.62,0.6208,1.62,0.6568,1.62,0.565,1.62,0.3923,1.62,0.3507,1.62,0.5534,1.62,0.4572
1.63,0.6054,1.63,0.5947,1.63,0.6064,1.63,0.6136,1.63,0.6539,1.63,0.5554,1.63,0.3832,1.63,0.3477,1.63,0.5441,1.63,0.4481
1.64,0.6022,1.64,0.5904,1.64,0.5997,1.64,0.6061,1.64,0.6477,1.64,0.546,1.64,0.3744,1.64,0.342,1.64,0.5347,1.64,0.4393
1.65,0.5958,1.65,0.583,1.65,0.5956,1.65,0.6015,1.65,0.6441,1.65,0.5365,1.65,0.3688,1.65,0.3367,1.65,0.5252,1.65,0.4306
1.66,0.592,1.66,0.5784,1.66,0.5883,1.66,0.5937,1.66,0.6373,1.66,0.5271,1.66,0.3605,1.66,0.3347,1.66,0.5157,1.66,0.4221
1.67,0.5848,1.67,0.5706,1.67,0.5807,1.67,0.5856,1.67,0.6332,1.67,0.5178,1.67,0.3525,1.67,0.3332,1.67,0.5061,1.67,0.4139
1.68,0.5774,1.68,0.5627,1.68,0.5758,1.68,0.5805,1.68,0.6258,1.68,0.5086,1.68,0.3448,1.68,0.3291,1.68,0.4966,1.68,0.4088
1.69,0.5727,1.69,0.5576,1.69,0.5676,1.69,0.5721,1.69,0.6212,1.69,0.4995,1.69,0.3374,1.69,0.3284,1.69,0.487,1.69,0.4011
1.7,0.5647,1.7,0.5495,1.7,0.5592,1.7,0.5637,1.7,0.6133,1.7,0.4936,1.7,0.3333,1.7,0.3281,1.7,0.4775,1.7,0.3936
1.71,0.5565,1.71,0.5412,1.71,0.5506,1.71,0.5551,1.71,0.6082,1.71,0.4848,1.71,0.3266,1.71,0.3253,1.71,0.468,1.71,0.3894
1.72,0.548,1.72,0.5329,1.72,0.5448,1.72,0.5465,1.72,0.5999,1.72,0.4763,1.72,0.3202,1.72,0.3258,1.72,0.4586,1.72,0.3825
1.73,0.5423,1.73,0.5275,1.73,0.5357,1.73,0.5408,1.73,0.5915,1.73,0.4679,1.73,0.3141,1.73,0.3267,1.73,0.4493,1.73,0.3789
1.74,0.5334,1.74,0.5191,1.74,0.5266,1.74,0.5321,1.74,0.5828,1.74,0.4627,1.74,0.3115,1.74,0.328,1.74,0.4431,1.74,0.3726
1.75,0.5243,1.75,0.5107,1.75,0.5173,1.75,0.5233,1.75,0.577,1.75,0.4548,1.75,0.3092,1.75,0.3297,1.75,0.4341,1.75,0.3667
1.76,0.5151,1.76,0.5023,1.76,0.5079,1.76,0.5145,1.76,0.5681,1.76,0.4471,1.76,0.3043,1.76,0.3318,1.76,0.4252,1.76,0.364
1.77,0.5058,1.77,0.4969,1.77,0.4984,1.77,0.5058,1.77,0.5591,1.77,0.4427,1.77,0.3028,1.77,0.3343,1.77,0.4166,1.77,0.3618
1.78,0.4963,1.78,0.4885,1.78,0.4888,1.78,0.4971,1.78,0.55,1.78,0.4356,1.78,0.3017,1.78,0.3402,1.78,0.4081,1.78,0.3569
1.79,0.4868,1.79,0.4802,1.79,0.4791,1.79,0.4914,1.79,0.5409,1.79,0.4318,1.79,0.298,1.79,0.3434,1.79,0.4028,1.79,0.3553
1.8,0.4772,1.8,0.4719,1.8,0.4695,1.8,0.4828,1.8,0.5317,1.8,0.4253,1.8,0.2976,1.8,0.3469,1.8,0.3948,1.8,0.3541
1.81,0.4676,1.81,0.4638,1.81,0.4598,1.81,0.4743,1.81,0.5224,1.81,0.4221,1.81,0.2977,1.81,0.3508,1.81,0.39,1.81,0.3503
1.82,0.4579,1.82,0.4587,1.82,0.4502,1.82,0.4659,1.82,0.5162,1.82,0.4163,1.82,0.2982,1.82,0.358,1.82,0.3825,1.82,0.3498
1.83,0.4482,1.83,0.4508,1.83,0.4406,1.83,0.4607,1.83,0.507,1.83,0.4137,1.83,0.299,1.83,0.3625,1.83,0.3783,1.83,0.3497
1.84,0.4386,1.84,0.443,1.84,0.431,1.84,0.4526,1.84,0.4979,1.84,0.4116,1.84,0.3003,1.84,0.3703,1.84,0.3714,1.84,0.35
1.85,0.429,1.85,0.4384,1.85,0.4246,1.85,0.4446,1.85,0.4888,1.85,0.4067,1.85,0.3019,1.85,0.3753,1.85,0.3678,1.85,0.3506
1.86,0.4195,1.86,0.4309,1.86,0.4152,1.86,0.4398,1.86,0.4798,1.86,0.4052,1.86,0.3039,1.86,0.3836,1.86,0.3615,1.86,0.3516
1.87,0.4101,1.87,0.4236,1.87,0.406,1.87,0.4323,1.87,0.4708,1.87,0.4041,1.87,0.3093,1.87,0.3922,1.87,0.3585,1.87,0.3529
1.88,0.4038,1.88,0.4196,1.88,0.3969,1.88,0.4249,1.88,0.4621,1.88,0.4034,1.88,0.312,1.88,0.3979,1.88,0.3529,1.88,0.3546
1.89,0.3946,1.89,0.4127,1.89,0.388,1.89,0.4208,1.89,0.4534,1.89,0.403,1.89,0.3151,1.89,0.4068,1.89,0.3506,1.89,0.3566
1.9,0.3856,1.9,0.4061,1.9,0.3823,1.9,0.4139,1.9,0.4479,1.9,0.4029,1.9,0.3215,1.9,0.416,1.9,0.3487,1.9,0.362
1.91,0.3768,1.91,0.4026,1.91,0.3738,1.91,0.4102,1.91,0.4396,1.91,0.4033,1.91,0.3252,1.91,0.4222,1.91,0.3471,1.91,0.3647
1.92,0.3682,1.92,0.3965,1.92,0.3655,1.92,0.4038,1.92,0.4315,1.92,0.404,1.92,0.3292,1.92,0.4316,1.92,0.3459,1.92,0.3677
1.93,0.3627,1.93,0.3936,1.93,0.3574,1.93,0.4007,1.93,0.4236,1.93,0.408,1.93,0.3366,1.93,0.4411,1.93,0.342,1.93,0.3739
1.94,0.3546,1.94,0.3909,1.94,0.3496,1.94,0.3979,1.94,0.419,1.94,0.4094,1.94,0.3442,1.94,0.4507,1.94,0.3416,1.94,0.3775
1.95,0.3466,1.95,0.3856,1.95,0.3451,1.95,0.3923,1.95,0.4115,1.95,0.4111,1.95,0.3491,1.95,0.4604,1.95,0.3415,1.95,0.3844
1.96,0.342,1.96,0.3835,1.96,0.3379,1.96,0.3901,1.96,0.4044,1.96,0.4132,1.96,0.3572,1.96,0.4701,1.96,0.3447,1.96,0.3885
1.97,0.3346,1.97,0.3817,1.97,0.334,1.97,0.3882,1.97,0.4004,1.97,0.4186,1.97,0.3626,1.97,0.4798,1.97,0.3454,1.97,0.3959
1.98,0.3275,1.98,0.3772,1.98,0.3273,1.98,0.3865,1.98,0.3938,1.98,0.4213,1.98,0.3711,1.98,0.4895,1.98,0.3463,1.98,0.4005
1.99,0.3237,1.99,0.3759,1.99,0.3211,1.99,0.3852,1.99,0.3905,1.99,0.4273,1.99,0.3799,1.99,0.4992,1.99,0.3477,1.99,0.4083
2,0.3172,2,0.375,2,0.3181,2,0.3812,2,0.3845,2,0.4306,2,0.3888,2,0.5088,2,0.3494,2,0.4133
2.01,0.3141,2.01,0.3744,2.01,0.3155,2.01,0.3805,2.01,0.3817,2.01,0.4372,2.01,0.3979,2.01,0.5154,2.01,0.3544,2.01,0.4215
2.02,0.3113,2.02,0.3741,2.02,0.3102,2.02,0.3802,2.02,0.3793,2.02,0.4411,2.02,0.4041,2.02,0.5279,2.02,0.3568,2.02,0.4298
2.03,0.3058,2.03,0.3741,2.03,0.3083,2.03,0.3802,2.03,0.3743,2.03,0.4482,2.03,0.4134,2.03,0.5373,2.03,0.3595,2.03,0.4353
2.04,0.3038,2.04,0.3743,2.04,0.3068,2.04,0.3804,2.04,0.3725,2.04,0.4556,2.04,0.4228,2.04,0.5465,2.04,0.3655,2.04,0.4439
2.05,0.302,2.05,0.3749,2.05,0.3056,2.05,0.381,2.05,0.3711,2.05,0.4602,2.05,0.4323,2.05,0.5526,2.05,0.3689,2.05,0.4526
2.06,0.2977,2.06,0.3758,2.06,0.3018,2.06,0.385,2.06,0.3671,2.06,0.468,2.06,0.4418,2.06,0.5615,2.06,0.3755,2.06,0.4614
2.07,0.2997,2.07,0.3769,2.07,0.3014,2.07,0.3862,2.07,0.3663,2.07,0.476,2.07,0.4513,2.07,0.5703,2.07,0.3824,2.07,0.4703
2.08,0.299,2.08,0.3784,2.08,0.3013,2.08,0.3877,2.08,0.3659,2.08,0.4811,2.08,0.4609,2.08,0.5788,2.08,0.3865,2.08,0.4762
2.09,0.2988,2.09,0.3801,2.09,0.3016,2.09,0.3895,2.09,0.3659,2.09,0.4895,2.09,0.4704,2.09,0.5871,2.09,0.394,2.09,0.4852
2.1,0.2959,2.1,0.3821,2.1,0.3023,2.1,0.3946,2.1,0.3662,2.1,0.4979,2.1,0.4769,2.1,0.5951,2.1,0.3986,2.1,0.4941
2.11,0.2994,2.11,0.3874,2.11,0.3063,2.11,0.397,2.11,0.3668,2.11,0.5065,2.11,0.4863,2.11,0.6029,2.11,0.4065,2.11,0.5031
2.12,0.3003,2.12,0.3899,2.12,0.3077,2.12,0.3997,2.12,0.3678,2.12,0.5151,2.12,0.4956,2.12,0.6074,2.12,0.4145,2.12,0.512
2.13,0.3015,2.13,0.3927,2.13,0.3095,2.13,0.4026,2.13,0.3691,2.13,0.5239,2.13,0.5048,2.13,0.6146,2.13,0.4198,2.13,0.5208
2.14,0.3031,2.14,0.3987,2.14,0.3116,2.14,0.4088,2.14,0.3707,2.14,0.5327,2.14,0.5139,2.14,0.6216,2.14,0.4282,2.14,0.5296
2.15,0.3081,2.15,0.4019,2.15,0.317,2.15,0.4123,2.15,0.3757,2.15,0.5385,2.15,0.5229,2.15,0.6282,2.15,0.4367,2.15,0.5383
2.16,0.3104,2.16,0.4053,2.16,0.3198,2.16,0.4189,2.16,0.3779,2.16,0.5474,2.16,0.5317,2.16,0.6315,2.16,0.4454,2.16,0.5438
2.17,0.316,2.17,0.412,2.17,0.3229,2.17,0.4228,2.17,0.3805,2.17,0.5562,2.17,0.5403,2.17,0.6374,2.17,0.4542,2.17,0.5523
2.18,0.3189,2.18,0.4158,2.18,0.3293,2.18,0.4298,2.18,0.3863,2.18,0.565,2.18,0.5487,2.18,0.64,2.18,0.46,2.18,0.5606
2.19,0.3252,2.19,0.4228,2.19,0.333,2.19,0.4371,2.19,0.3894,2.19,0.5738,2.19,0.5569,2.19,0.6453,2.19,0.469,2.19,0.5687
2.2,0.3288,2.2,0.427,2.2,0.34,2.2,0.4415,2.2,0.3928,2.2,0.5825,2.2,0.5618,2.2,0.6472,2.2,0.4779,2.2,0.5766
2.21,0.3356,2.21,0.4343,2.21,0.3473,2.21,0.449,2.21,0.3995,2.21,0.5882,2.21,0.5695,2.21,0.6517,2.21,0.4869,2.21,0.5814
2.22,0.3398,2.22,0.4387,2.22,0.3518,2.22,0.4568,2.22,0.4034,2.22,0.5967,2.22,0.5769,2.22,0.6529,2.22,0.4959,2.22,0.5889
2.23,0.3472,2.23,0.4463,2.23,0.3595,2.23,0.4616,2.23,0.4105,2.23,0.6051,2.23,0.5841,2.23,0.6537,2.23,0.5049,2.23,0.5962
2.24,0.3548,2.24,0.454,2.24,0.3675,2.24,0.4695,2.24,0.4149,2.24,0.6134,2.24,0.5879,2.24,0.6542,2.24,0.5138,2.24,0.6003
2.25,0.3597,2.25,0.4587,2.25,0.3727,2.25,0.4775,2.25,0.4224,2.25,0.6185,2.25,0.5945,2.25,0.6572,2.25,0.5227,2.25,0.6071
2.26,0.3678,2.26,0.4665,2.26,0.381,2.26,0.4856,2.26,0.4271,2.26,0.6265,2.26,0.5977,2.26,0.657,2.26,0.5285,2.26,0.6107
2.27,0.376,2.27,0.4744,2.27,0.3896,2.27,0.4907,2.27,0.435,2.27,0.6342,2.27,0.6036,2.27,0.6563,2.27,0.5372,2.27,0.617
2.28,0.3845,2.28,0.4793,2.28,0.3982,2.28,0.4989,2.28,0.443,2.28,0.6388,2.28,0.6062,2.28,0.6553,2.28,0.5458,2.28,0.623
2.29,0.3931,2.29,0.4872,2.29,0.404,2.29,0.5071,2.29,0.4482,2.29,0.6461,2.29,0.6115,2.29,0.6539,2.29,0.5543,2.29,0.6257
2.3,0.3989,2.3,0.4951,2.3,0.4129,2.3,0.5153,2.3,0.4565,2.3,0.6502,2.3,0.6134,2.3,0.6522,2.3,0.5626,2.3,0.6281
2.31,0.4077,2.31,0.5,2.31,0.4219,2.31,0.5204,2.31,0.4648,2.31,0.6571,2.31,0.6179,2.31,0.6501,2.31,0.5677,2.31,0.6331
2.32,0.4167,2.32,0.5079,2.32,0.431,2.32,0.5286,2.32,0.4733,2.32,0.6607,2.32,0.6191,2.32,0.6447,2.32,0.5756,2.32,0.6349
2.33,0.4257,2.33,0.5157,2.33,0.4401,2.33,0.5366,2.33,0.4788,2.33,0.667,2.33,0.6199,2.33,0.642,2.33,0.5834,2.33,0.6364
2.34,0.4318,2.34,0.5235,2.34,0.4463,2.34,0.5446,2.34,0.4874,2.34,0.6701,2.34,0.6204,2.34,0.639,2.34,0.5879,2.34,0.6405
2.35,0.4409,2.35,0.5281,2.35,0.4554,2.35,0.5495,2.35,0.4959,2.35,0.6758,2.35,0.6205,2.35,0.6356,2.35,0.5952,2.35,0.6413
2.36,0.4501,2.36,0.5357,2.36,0.4645,2.36,0.5573,2.36,0.5045,2.36,0.6783,2.36,0.6203,2.36,0.629,2.36,0.5992,2.36,0.6418
2.37,0.4592,2.37,0.5432,2.37,0.4736,2.37,0.565,2.37,0.5131,2.37,0.6805,2.37,0.6197,2.37,0.6251,2.37,0.606,2.37,0.642
2.38,0.4683,2.38,0.5476,2.38,0.4827,2.38,0.5696,2.38,0.5186,2.38,0.6853,2.38,0.6187,2.38,0.6179,2.38,0.6095,2.38,0.6418
2.39,0.4774,2.39,0.5548,2.39,0.4916,2.39,0.577,2.39,0.5271,2.39,0.6868,2.39,0.6174,2.39,0.6135,2.39,0.6157,2.39,0.6413
2.4,0.4864,2.4,0.5618,2.4,0.5005,2.4,0.5812,2.4,0.5354,2.4,0.6881,2.4,0.6158,2.4,0.6059,2.4,0.6186,2.4,0.6405
2.41,0.4953,2.41,0.5657,2.41,0.5093,2.41,0.5883,2.41,0.5438,2.41,0.689,2.41,0.6138,2.41,0.601,2.41,0.6243,2.41,0.6394
2.42,0.5041,2.42,0.5725,2.42,0.5149,2.42,0.5951,2.42,0.549,2.42,0.6895,2.42,0.6115,2.42,0.5929,2.42,0.6266,2.42,0.638
2.43,0.5097,2.43,0.576,2.43,0.5233,2.43,0.5988,2.43,0.557,2.43,0.6898,2.43,0.6059,2.43,0.5847,2.43,0.6286,2.43,0.6362
2.44,0.5183,2.44,0.5823,2.44,0.5316,2.44,0.6052,2.44,0.565,2.44,0.6897,2.44,0.6029,2.44,0.5792,2.44,0.6302,2.44,0.6342
2.45,0.5266,2.45,0.5855,2.45,0.5398,2.45,0.6084,2.45,0.5727,2.45,0.6893,2.45,0.5997,2.45,0.5707,2.45,0.6346,2.45,0.6288
2.46,0.5348,2.46,0.5914,2.46,0.5447,2.46,0.6114,2.46,0.5773,2.46,0.6886,2.46,0.5932,2.46,0.562,2.46,0.6356,2.46,0.6262
2.47,0.5398,2.47,0.594,2.47,0.5523,2.47,0.6171,2.47,0.5848,2.47,0.6845,2.47,0.5894,2.47,0.5562,2.47,0.6363,2.47,0.6234
2.48,0.5475,2.48,0.5995,2.48,0.5598,2.48,0.6196,2.48,0.592,2.48,0.6832,2.48,0.5823,2.48,0.5473,2.48,0.6366,2.48,0.6172
2.49,0.555,2.49,0.6017,2.49,0.564,2.49,0.6218,2.49,0.596,2.49,0.6815,2.49,0.578,2.49,0.5384,2.49,0.6366,2.49,0.6138
2.5,0.5593,2.5,0.6036,2.5,0.5709,2.5,0.6268,2.5,0.6028,2.5,0.6796,2.5,0.5705,2.5,0.5294,2.5,0.6363,2.5,0.6072
2.51,0.5663,2.51,0.6083,2.51,0.5776,2.51,0.6284,2.51,0.6063,2.51,0.6744,2.51,0.5627,2.51,0.5204,2.51,0.6326,2.51,0.6034
2.52,0.5701,2.52,0.6097,2.52,0.581,2.52,0.6298,2.52,0.6126,2.52,0.6718,2.52,0.5578,2.52,0.5113,2.52,0.6316,2.52,0.5963
2.53,0.5766,2.53,0.6109,2.53,0.587,2.53,0.631,2.53,0.6156,2.53,0.666,2.53,0.5496,2.53,0.5023,2.53,0.6303,2.53,0.592
2.54,0.5797,2.54,0.6118,2.54,0.5898,2.54,0.6318,2.54,0.6214,2.54,0.663,2.54,0.5413,2.54,0.4964,2.54,0.6287,2.54,0.5846
2.55,0.5856,2.55,0.6124,2.55,0.5923,2.55,0.6323,2.55,0.6239,2.55,0.6567,2.55,0.5359,2.55,0.4874,2.55,0.6238,2.55,0.58
2.56,0.5882,2.56,0.6128,2.56,0.5974,2.56,0.6356,2.56,0.6291,2.56,0.6532,2.56,0.5273,2.56,0.4786,2.56,0.6216,2.56,0.5723
2.57,0.5904,2.57,0.6129,2.57,0.5992,2.57,0.6326,2.57,0.631,2.57,0.6464,2.57,0.5187,2.57,0.4698,2.57,0.619,2.57,0.5644
2.58,0.5923,2.58,0.6127,2.58,0.6007,2.58,0.6323,2.58,0.6327,2.58,0.6424,2.58,0.5099,2.58,0.4612,2.58,0.6132,2.58,0.5594
2.59,0.5969,2.59,0.6122,2.59,0.6018,2.59,0.6317,2.59,0.634,2.59,0.6353,2.59,0.5011,2.59,0.4527,2.59,0.6101,2.59,0.5514
2.6,0.5981,2.6,0.6115,2.6,0.6026,2.6,0.6308,2.6,0.638,2.6,0.6309,2.6,0.4922,2.6,0.4443,2.6,0.6038,2.6,0.5432
2.61,0.599,2.61,0.6105,2.61,0.6061,2.61,0.6297,2.61,0.6387,2.61,0.6234,2.61,0.4863,2.61,0.4361,2.61,0.6002,2.61,0.535
2.62,0.5996,2.62,0.6093,2.62,0.6062,2.62,0.6283,2.62,0.6391,2.62,0.6157,2.62,0.4774,2.62,0.4311,2.62,0.5934,2.62,0.5297
2.63,0.5998,2.63,0.6078,2.63,0.6059,2.63,0.6266,2.63,0.6393,2.63,0.611,2.63,0.4685,2.63,0.4232,2.63,0.5893,2.63,0.5214
2.64,0.5997,2.64,0.6061,2.64,0.6024,2.64,0.6216,2.64,0.6391,2.64,0.603,2.64,0.4596,2.64,0.4156,2.64,0.582,2.64,0.5131
2.65,0.5992,2.65,0.6041,2.65,0.6015,2.65,0.6195,2.65,0.6386,2.65,0.595,2.65,0.4508,2.65,0.4083,2.65,0.5746,2.65,0.5048
2.66,0.5984,2.66,0.5989,2.66,0.6002,2.66,0.617,2.66,0.6378,2.66,0.59,2.66,0.442,2.66,0.4041,2.66,0.57,2.66,0.4996
2.67,0.5943,2.67,0.5965,2.67,0.5987,2.67,0.6114,2.67,0.6367,2.67,0.5818,2.67,0.4333,2.67,0.3972,2.67,0.5622,2.67,0.4914
2.68,0.5929,2.68,0.5938,2.68,0.5968,2.68,0.6085,2.68,0.6353,2.68,0.5736,2.68,0.4278,2.68,0.3906,2.68,0.5542,2.68,0.4832
2.69,0.5911,2.69,0.588,2.69,0.5916,2.69,0.6025,2.69,0.6306,2.69,0.5654,2.69,0.4193,2.69,0.3873,2.69,0.5462,2.69,0.4752
2.7,0.589,2.7,0.585,2.7,0.5891,2.7,0.5992,2.7,0.6287,2.7,0.5602,2.7,0.411,2.7,0.3812,2.7,0.541,2.7,0.4672
2.71,0.5836,2.71,0.5787,2.71,0.5863,2.71,0.5927,2.71,0.6265,2.71,0.552,2.71,0.4029,2.71,0.3785,2.71,0.5328,2.71,0.4623
2.72,0.5809,2.72,0.5754,2.72,0.5802,2.72,0.5891,2.72,0.624,2.72,0.5438,2.72,0.3949,2.72,0.376,2.72,0.5245,2.72,0.4546
2.73,0.5749,2.73,0.5718,2.73,0.5769,2.73,0.5823,2.73,0.6183,2.73,0.5357,2.73,0.3901,2.73,0.3709,2.73,0.5161,2.73,0.447
2.74,0.5716,2.74,0.5651,2.74,0.5703,2.74,0.5783,2.74,0.6153,2.74,0.5306,2.74,0.3826,2.74,0.3691,2.74,0.5107,2.74,0.4426
2.75,0.5651,2.75,0.5613,2.75,0.5664,2.75,0.5713,2.75,0.6091,2.75,0.5226,2.75,0.3782,2.75,0.3646,2.75,0.5023,2.75,0.4354
2.76,0.5613,2.76,0.5543,2.76,0.5593,2.76,0.5641,2.76,0.6057,2.76,0.5147,2.76,0.3711,2.76,0.3634,2.76,0.4938,2.76,0.4283
2.77,0.5543,2.77,0.5473,2.77,0.555,2.77,0.5598,2.77,0.5991,2.77,0.5099,2.77,0.3643,2.77,0.3626,2.77,0.4854,2.77,0.4244
2.78,0.5501,2.78,0.5432,2.78,0.5475,2.78,0.5524,2.78,0.5953,2.78,0.5023,2.78,0.3607,2.78,0.3621,2.78,0.4771,2.78,0.4178
2.79,0.5426,2.79,0.5359,2.79,0.5398,2.79,0.548,2.79,0.5883,2.79,0.4948,2.79,0.3543,2.79,0.3589,2.79,0.4688,2.79,0.4144
2.8,0.535,2.8,0.5317,2.8,0.5349,2.8,0.5405,2.8,0.5841,2.8,0.4904,2.8,0.3513,2.8,0.3591,2.8,0.4636,2.8,0.4082
2.81,0.5302,2.81,0.5243,2.81,0.5269,2.81,0.5329,2.81,0.5768,2.81,0.4832,2.81,0.3455,2.81,0.3595,2.81,0.4554,2.81,0.4052
2.82,0.5222,2.82,0.517,2.82,0.5187,2.82,0.5283,2.82,0.5724,2.82,0.4763,2.82,0.3431,2.82,0.3604,2.82,0.4474,2.82,0.3995
2.83,0.5141,2.83,0.5126,2.83,0.5104,2.83,0.5208,2.83,0.5648,2.83,0.4725,2.83,0.3379,2.83,0.3615,2.83,0.4425,2.83,0.3971
2.84,0.5059,2.84,0.5052,2.84,0.502,2.84,0.5132,2.84,0.5571,2.84,0.4659,2.84,0.3361,2.84,0.3629,2.84,0.4348,2.84,0.395
2.85,0.4976,2.85,0.5008,2.85,0.4965,2.85,0.5086,2.85,0.5524,2.85,0.4626,2.85,0.3346,2.85,0.3647,2.85,0.4272,2.85,0.3901
2.86,0.4921,2.86,0.4935,2.86,0.488,2.86,0.5011,2.86,0.5445,2.86,0.4594,2.86,0.3304,2.86,0.3698,2.86,0.4228,2.86,0.3885
2.87,0.4837,2.87,0.4862,2.87,0.4794,2.87,0.4937,2.87,0.5367,2.87,0.4536,2.87,0.3295,2.87,0.3721,2.87,0.4156,2.87,0.3871
2.88,0.4751,2.88,0.4819,2.88,0.4708,2.88,0.4893,2.88,0.5317,2.88,0.451,2.88,0.3289,2.88,0.3748,2.88,0.4116,2.88,0.3861
2.89,0.4666,2.89,0.4747,2.89,0.4622,2.89,0.482,2.89,0.5238,2.89,0.4456,2.89,0.3287,2.89,0.3777,2.89,0.4048,2.89,0.3824
2.9,0.458,2.9,0.4676,2.9,0.4566,2.9,0.4748,2.9,0.5159,2.9,0.4435,2.9,0.3288,2.9,0.3839,2.9,0.4012,2.9,0.3819
2.91,0.4524,2.91,0.4636,2.91,0.448,2.91,0.4707,2.91,0.5079,2.91,0.4417,2.91,0.3292,2.91,0.3874,2.91,0.3949,2.91,0.3818
2.92,0.4439,2.92,0.4568,2.92,0.4395,2.92,0.4637,2.92,0.503,2.92,0.4402,2.92,0.33,2.92,0.3941,2.92,0.3918,2.92,0.3819
2.93,0.4354,2.93,0.453,2.93,0.431,2.93,0.4599,2.93,0.4952,2.93,0.4389,2.93,0.331,2.93,0.398,2.93,0.389,2.93,0.3823
2.94,0.427,2.94,0.4464,2.94,0.4226,2.94,0.4532,2.94,0.4874,2.94,0.435,2.94,0.3324,2.94,0.4052,2.94,0.3835,2.94,0.383
2.95,0.4216,2.95,0.4429,2.95,0.4174,2.95,0.4467,2.95,0.4797,2.95,0.4343,2.95,0.3341,2.95,0.4095,2.95,0.3812,2.95,0.384
2.96,0.4134,2.96,0.4365,2.96,0.4092,2.96,0.4434,2.96,0.475,2.96,0.4339,2.96,0.3391,2.96,0.414,2.96,0.3793,2.96,0.3853
2.97,0.4053,2.97,0.4334,2.97,0.4012,2.97,0.4402,2.97,0.4675,2.97,0.4339,2.97,0.3414,2.97,0.4217,2.97,0.3776,2.97,0.3898
