"Time (s) Run #1","Geiger Counts (counts/sample) Run #1","Time (s) Run #2","Geiger Counts (counts/sample) Run #2","Time (s) Run #3","Geiger Counts (counts/sample) Run #3"
153.600,0,153.600,6,153.600,2
153.800,4,153.800,2,153.800,3
154.000,1,154.000,2,154.000,6
154.200,3,154.200,2,154.200,6
154.400,1,154.400,2,154.400,4
154.600,1,154.600,4,154.600,3
154.800,1,154.800,1,154.800,2
155.000,5,155.000,4,155.000,3
155.200,3,155.200,3,155.200,3
155.400,4,155.400,3,155.400,2
155.600,2,155.600,4,155.600,5
155.800,2,155.800,4,155.800,3
156.000,2,156.000,3,156.000,4
156.200,1,156.200,4,156.200,4
156.400,4,156.400,4,156.400,3
156.600,4,156.600,5,156.600,2
156.800,1,156.800,6,156.800,2
157.000,3,157.000,2,157.000,2
157.200,3,157.200,4,157.200,4
157.400,3,157.400,2,157.400,6
157.600,3,157.600,2,157.600,3
157.800,6,157.800,3,157.800,3
158.000,2,158.000,2,158.000,4
158.200,4,158.200,6,158.200,2
158.400,1,158.400,4,158.400,5
158.600,2,158.600,0,158.600,5
158.800,1,158.800,2,158.800,5
159.000,1,159.000,7,159.000,5
159.200,2,159.200,0,159.200,3
159.400,4,159.400,4,159.400,5
159.600,1,159.600,5,159.600,4
159.800,1,159.800,1,159.800,5
160.000,6,160.000,5,160.000,7
160.200,1,160.200,4,160.200,2
160.400,3,160.400,5,160.400,4
160.600,4,160.600,4,160.600,2
160.800,2,160.800,2,160.800,3
161.000,2,161.000,4,161.000,6
161.200,2,161.200,0,161.200,6
161.400,2,161.400,2,161.400,3
161.600,7,161.600,4,161.600,4
161.800,2,161.800,6,161.800,3
162.000,2,162.000,4,162.000,3
162.200,7,162.200,1,162.200,4
162.400,5,162.400,7,162.400,4
162.600,2,162.600,4,162.600,2
162.800,0,162.800,6,162.800,2
163.000,3,163.000,2,163.000,5
163.200,1,163.200,1,163.200,4
163.400,5,163.400,3,163.400,3
163.600,4,163.600,3,163.600,7
163.800,2,163.800,0,163.800,2
164.000,2,164.000,6,164.000,4
164.200,1,164.200,1,164.200,2
164.400,3,164.400,2,164.400,3
164.600,2,164.600,2,164.600,2
164.800,6,164.800,2,164.800,2
165.000,6,165.000,3,165.000,2
165.200,3,165.200,6,165.200,4
165.400,2,165.400,2,165.400,2
165.600,6,165.600,4,165.600,3
165.800,4,165.800,1,165.800,2
166.000,2,166.000,6,166.000,6
166.200,3,166.200,1,166.200,5
166.400,3,166.400,4,166.400,5
166.600,4,166.600,1,166.600,3
166.800,4,166.800,6,166.800,7
167.000,3,167.000,3,167.000,2
167.200,3,167.200,6,167.200,3
167.400,5,167.400,4,167.400,0
167.600,4,167.600,3,167.600,3
167.800,3,167.800,3,167.800,3
168.000,3,168.000,3,168.000,4
168.200,1,168.200,3,168.200,1
168.400,2,168.400,2,168.400,3
168.600,7,168.600,8,168.600,2
168.800,2,168.800,2,168.800,4
169.000,3,169.000,3,169.000,5
169.200,4,169.200,2,169.200,4
169.400,5,169.400,1,169.400,1
169.600,3,169.600,2,169.600,2
169.800,2,169.800,3,169.800,5
170.000,1,170.000,4,170.000,2
170.200,3,170.200,1,170.200,3
170.400,2,170.400,2,170.400,4
170.600,4,170.600,3,170.600,2
170.800,4,170.800,3,170.800,1
171.000,1,171.000,3,171.000,1
171.200,3,171.200,3,171.200,4
171.400,2,171.400,2,171.400,4
171.600,2,171.600,1,171.600,1
171.800,2,171.800,4,171.800,4
172.000,1,172.000,5,172.000,2
172.200,3,172.200,2,172.200,2
172.400,4,172.400,2,172.400,2
172.600,3,172.600,3,172.600,3
172.800,2,172.800,2,172.800,8
173.000,4,173.000,2,173.000,4
173.200,4,173.200,7,173.200,2
173.400,4,173.400,4,173.400,5
173.600,4,173.600,3,173.600,5
173.800,3,173.800,3,173.800,2
174.000,4,174.000,4,174.000,7
174.200,3,174.200,2,174.200,2
174.400,2,174.400,3,174.400,3
174.600,3,174.600,3,174.600,6
174.800,2,174.800,3,174.800,3
175.000,2,175.000,2,175.000,3
175.200,2,175.200,2,175.200,5
175.400,3,175.400,4,175.400,5
175.600,1,175.600,1,175.600,7
175.800,1,175.800,2,175.800,5
176.000,3,176.000,3,176.000,5
176.200,1,176.200,3,176.200,4
176.400,1,176.400,3,176.400,2
176.600,2,176.600,2,176.600,1
176.800,3,176.800,3,176.800,4
177.000,4,177.000,4,177.000,3
177.200,4,177.200,3,177.200,3
177.400,1,177.400,3,177.400,1
177.600,5,177.600,3,177.600,3
177.800,2,177.800,2,177.800,3
178.000,5,178.000,5,178.000,0
178.200,3,178.200,2,178.200,7
178.400,5,178.400,5,178.400,3
178.600,4,178.600,3,178.600,3
178.800,1,178.800,4,178.800,2
179.000,1,179.000,5,179.000,3
179.200,2,179.200,11,179.200,5
179.400,4,179.400,1,179.400,6
179.600,1,179.600,5,179.600,3
179.800,5,179.800,7,179.800,5
180.000,4,180.000,1,180.000,3
180.200,3,180.200,3,180.200,1
180.400,1,180.400,1,180.400,2
180.600,1,180.600,2,180.600,2
180.800,1,180.800,4,180.800,3
181.000,3,181.000,4,181.000,2
181.200,0,181.200,1,181.200,3
181.400,6,181.400,6,181.400,4
181.600,2,181.600,7,181.600,6
181.800,1,181.800,5,181.800,5
182.000,2,182.000,4,182.000,5
182.200,3,182.200,4,182.200,4
182.400,4,182.400,6,182.400,4
182.600,1,182.600,4,182.600,2
182.800,4,182.800,7,182.800,3
183.000,3,183.000,2,183.000,4
183.200,1,183.200,2,183.200,5
183.400,3,183.400,4,183.400,3
183.600,1,183.600,1,183.600,3
183.800,6,183.800,4,183.800,4
184.000,4,184.000,1,184.000,2
184.200,2,184.200,1,184.200,1
184.400,4,184.400,3,184.400,5
184.600,4,184.600,2,184.600,4
184.800,5,184.800,1,184.800,1
185.000,4,185.000,1,185.000,5
185.200,3,185.200,0,185.200,4
185.400,5,185.400,0,185.400,4
185.600,5,185.600,2,185.600,2
185.800,1,185.800,2,185.800,3
186.000,5,186.000,4,186.000,3
186.200,3,186.200,2,186.200,1
186.400,4,186.400,4,186.400,5
186.600,3,186.600,5,186.600,3
186.800,1,186.800,3,186.800,4
187.000,1,187.000,4,187.000,3
187.200,8,187.200,3,187.200,1
187.400,3,187.400,6,187.400,4
187.600,6,187.600,2,187.600,4
187.800,1,187.800,1,187.800,3
188.000,0,188.000,1,188.000,1
188.200,2,188.200,5,188.200,2
188.400,2,188.400,4,188.400,1
188.600,3,188.600,1,188.600,7
188.800,3,188.800,2,188.800,5
189.000,3,189.000,3,189.000,3
189.200,5,189.200,3,189.200,5
189.400,1,189.400,2,189.400,2
189.600,0,189.600,2,189.600,4
189.800,6,189.800,1,189.800,2
190.000,6,190.000,4,190.000,1
190.200,3,190.200,5,190.200,2
190.400,2,190.400,3,190.400,5
190.600,1,190.600,5,190.600,2
190.800,4,190.800,5,190.800,3
191.000,4,191.000,5,191.000,2
191.200,3,191.200,2,191.200,6
191.400,3,191.400,4,191.400,5
191.600,1,191.600,4,191.600,3
191.800,2,191.800,4,191.800,2
192.000,5,192.000,4,192.000,1
192.200,2,192.200,1,192.200,4
192.400,4,192.400,4,192.400,3
192.600,5,192.600,3,192.600,3
192.800,4,192.800,4,192.800,4
193.000,3,193.000,2,193.000,2
193.200,2,193.200,3,193.200,3
193.400,3,193.400,4,193.400,3
193.600,2,193.600,3,193.600,2
193.800,3,193.800,5,193.800,3
194.000,3,194.000,2,194.000,0
194.200,3,194.200,2,194.200,1
194.400,2,194.400,7,194.400,4
194.600,2,194.600,3,194.600,3
194.800,6,194.800,2,194.800,7
195.000,2,195.000,3,195.000,3
195.200,2,195.200,1,195.200,2
195.400,3,195.400,2,195.400,4
195.600,3,195.600,2,195.600,3
195.800,3,195.800,1,195.800,3
196.000,2,196.000,6,196.000,5
196.200,2,196.200,7,196.200,4
196.400,7,196.400,3,196.400,1
196.600,3,196.600,2,196.600,4
196.800,4,196.800,1,196.800,4
197.000,5,197.000,3,197.000,4
197.200,2,197.200,3,197.200,9
197.400,7,197.400,5,197.400,3
197.600,3,197.600,3,197.600,2
197.800,1,197.800,3,197.800,4
198.000,2,198.000,5,198.000,6
198.200,4,198.200,5,198.200,2
198.400,5,198.400,1,198.400,3
198.600,2,198.600,0,198.600,4
198.800,2,198.800,2,198.800,4
199.000,8,199.000,4,199.000,5
199.200,4,199.200,2,199.200,4
199.400,4,199.400,4,199.400,2
199.600,2,199.600,4,199.600,5
199.800,2,199.800,2,199.800,5
200.000,4,200.000,4,200.000,1
200.200,5,200.200,4,200.200,3
200.400,8,200.400,5,200.400,3
200.600,3,200.600,5,200.600,4
200.800,3,200.800,3,200.800,4
201.000,8,201.000,5,201.000,5
201.200,2,201.200,5,201.200,1
201.400,4,201.400,4,201.400,1
201.600,2,201.600,2,201.600,5
201.800,2,201.800,7,201.800,4
202.000,5,202.000,4,202.000,4
202.200,3,202.200,0,202.200,2
202.400,3,202.400,1,202.400,1
202.600,5,202.600,2,202.600,0
202.800,0,202.800,2,202.800,4
203.000,6,203.000,2,203.000,2
203.200,7,203.200,5,203.200,3
203.400,4,203.400,2,203.400,4
203.600,3,203.600,3,203.600,1
203.800,1,203.800,5,203.800,5
204.000,3,204.000,6,204.000,3
204.200,3,204.200,3,204.200,5
204.400,3,204.400,5,204.400,3
204.600,3,204.600,4,204.600,1
204.800,1,204.800,1,204.800,5
205.000,0,205.000,2,205.000,3
205.200,4,205.200,4,205.200,0
205.400,0,205.400,4,205.400,4
205.600,2,205.600,3,205.600,1
205.800,1,205.800,2,205.800,5
206.000,0,206.000,2,206.000,4
206.200,4,206.200,4,206.200,1
206.400,5,206.400,5,206.400,4
206.600,5,206.600,5,206.600,1
206.800,6,206.800,4,206.800,4
207.000,4,207.000,3,207.000,3
207.200,0,207.200,4,207.200,3
207.400,6,207.400,3,207.400,1
207.600,3,207.600,2,207.600,1
207.800,1,207.800,3,207.800,2
208.000,4,208.000,0,208.000,4
208.200,5,208.200,1,208.200,6
208.400,6,208.400,1,208.400,7
208.600,5,208.600,5,208.600,3
208.800,3,208.800,2,208.800,1
209.000,3,209.000,2,209.000,5
209.200,3,209.200,5,209.200,4
209.400,2,209.400,3,209.400,2
209.600,7,209.600,1,209.600,5
209.800,3,209.800,2,209.800,2
210.000,3,210.000,1,210.000,1
210.200,2,210.200,1,210.200,2
210.400,0,210.400,1,210.400,3
210.600,4,210.600,4,210.600,2
210.800,2,210.800,3,210.800,4
211.000,4,211.000,4,211.000,4
211.200,2,211.200,4,211.200,4
211.400,1,211.400,1,211.400,4
211.600,3,211.600,1,211.600,5
211.800,1,211.800,2,211.800,2
212.000,2,212.000,8,212.000,4
212.200,1,212.200,4,212.200,4
212.400,3,212.400,6,212.400,4
212.600,3,212.600,1,212.600,3
212.800,4,212.800,5,212.800,2
213.000,2,213.000,3,213.000,6
213.200,4,213.200,4,213.200,5
213.400,3,213.400,5,213.400,7
213.600,2,213.600,4,213.600,7
213.800,2,213.800,5,213.800,2
214.000,1,214.000,2,214.000,5
214.200,0,214.200,5,214.200,3
214.400,2,214.400,3,214.400,2
214.600,4,214.600,4,214.600,2
214.800,2,214.800,2,214.800,4
215.000,1,215.000,1,215.000,2
215.200,0,215.200,3,215.200,2
215.400,5,215.400,1,215.400,2
215.600,3,215.600,1,215.600,1
215.800,6,215.800,3,215.800,2
216.000,3,216.000,4,216.000,3
216.200,5,216.200,4,216.200,2
216.400,3,216.400,2,216.400,2
216.600,5,216.600,4,216.600,8
216.800,2,216.800,5,216.800,4
217.000,1,217.000,3,217.000,3
217.200,1,217.200,2,217.200,2
217.400,3,217.400,5,217.400,5
217.600,6,217.600,4,217.600,1
217.800,5,217.800,5,217.800,4
218.000,3,218.000,3,218.000,5
218.200,3,218.200,3,218.200,6
218.400,4,218.400,3,218.400,7
218.600,2,218.600,3,218.600,2
218.800,1,218.800,8,218.800,0
219.000,2,219.000,4,219.000,1
219.200,4,219.200,3,219.200,5
219.400,1,219.400,5,219.400,5
219.600,5,219.600,2,219.600,1
219.800,4,219.800,3,219.800,4
220.000,5,220.000,2,220.000,3
220.200,1,220.200,1,220.200,4
220.400,2,220.400,6,220.400,2
220.600,2,220.600,6,220.600,2
220.800,2,220.800,3,220.800,2
221.000,3,221.000,2,221.000,4
221.200,1,221.200,6,221.200,6
221.400,7,221.400,7,221.400,5
221.600,3,221.600,4,221.600,2
221.800,3,221.800,1,221.800,4
222.000,0,222.000,1,222.000,3
222.200,1,222.200,1,222.200,1
222.400,7,222.400,7,222.400,3
222.600,3,222.600,2,222.600,3
222.800,2,222.800,4,222.800,5
223.000,2,223.000,1,223.000,0
223.200,2,223.200,5,223.200,1
223.400,3,223.400,1,223.400,3
223.600,6,223.600,0,223.600,4
223.800,2,223.800,1,223.800,3
224.000,5,224.000,3,224.000,2
224.200,2,224.200,2,224.200,2
224.400,0,224.400,6,224.400,1
224.600,3,224.600,3,224.600,3
224.800,2,224.800,2,224.800,1
225.000,1,225.000,3,225.000,4
225.200,5,225.200,3,225.200,1
225.400,1,225.400,0,225.400,3
225.600,4,225.600,5,225.600,1
225.800,7,225.800,4,225.800,4
226.000,5,226.000,5,226.000,5
226.200,3,226.200,3,226.200,4
226.400,0,226.400,6,226.400,2
226.600,3,226.600,4,226.600,3
226.800,3,226.800,2,226.800,3
227.000,5,227.000,2,227.000,3
227.200,6,227.200,3,227.200,2
227.400,3,227.400,1,227.400,6
227.600,9,227.600,2,227.600,1
227.800,0,227.800,4,227.800,1
228.000,2,228.000,1,228.000,3
228.200,5,228.200,1,228.200,3
228.400,2,228.400,3,228.400,4
228.600,3,228.600,4,228.600,3
228.800,6,228.800,3,228.800,5
229.000,4,229.000,4,229.000,3
229.200,4,229.200,4,229.200,2
229.400,6,229.400,1,229.400,0
229.600,3,229.600,3,229.600,3
229.800,8,229.800,1,229.800,4
230.000,4,230.000,2,230.000,2
230.200,3,230.200,3,230.200,3
230.400,8,230.400,3,230.400,2
230.600,5,230.600,0,230.600,7
230.800,4,230.800,3,230.800,3
231.000,5,231.000,4,231.000,2
231.200,4,231.200,5,231.200,5
231.400,9,231.400,0,231.400,2
231.600,4,231.600,3,231.600,3
231.800,3,231.800,5,231.800,0
232.000,2,232.000,1,232.000,4
232.200,4,232.200,3,232.200,4
232.400,2,232.400,3,232.400,1
232.600,0,232.600,2,232.600,4
232.800,2,232.800,5,232.800,3
233.000,3,233.000,1,233.000,3
233.200,4,233.200,5,233.200,1
233.400,3,233.400,0,233.400,2
233.600,1,233.600,7,233.600,4
233.800,1,233.800,2,233.800,1
234.000,5,234.000,7,234.000,1
234.200,2,234.200,6,234.200,1
234.400,4,234.400,2,234.400,1
234.600,5,234.600,3,234.600,1
234.800,4,234.800,8,234.800,5
235.000,0,235.000,3,235.000,2
235.200,2,235.200,2,235.200,3
235.400,0,235.400,5,235.400,6
235.600,2,235.600,3,235.600,2
235.800,4,235.800,4,235.800,5
236.000,3,236.000,0,236.000,4
236.200,4,236.200,2,236.200,4
236.400,2,236.400,4,236.400,1
236.600,2,236.600,3,236.600,3
236.800,3,236.800,2,236.800,3
237.000,5,237.000,5,237.000,4
237.200,3,237.200,3,237.200,1
237.400,2,237.400,7,237.400,5
237.600,5,237.600,3,237.600,4
237.800,3,237.800,3,237.800,4
238.000,4,238.000,4,238.000,1
238.200,4,238.200,3,238.200,8
238.400,0,238.400,2,238.400,3
238.600,6,238.600,5,238.600,3
238.800,3,238.800,3,238.800,4
239.000,4,239.000,0,239.000,5
239.200,3,239.200,1,239.200,2
239.400,1,239.400,3,239.400,6
239.600,3,239.600,5,239.600,1
239.800,2,239.800,0,239.800,2
240.000,2,240.000,3,240.000,2
240.200,3,240.200,2,240.200,5
240.400,7,240.400,0,240.400,4
240.600,4,240.600,4,240.600,4
240.800,1,240.800,3,240.800,2
241.000,3,241.000,5,241.000,2
241.200,4,241.200,2,241.200,4
241.400,0,241.400,0,241.400,3
241.600,3,241.600,0,241.600,1
241.800,2,241.800,2,241.800,4
242.000,3,242.000,4,242.000,1
242.200,2,242.200,4,242.200,2
242.400,1,242.400,1,242.400,1
242.600,4,242.600,3,242.600,2
242.800,3,242.800,3,242.800,5
243.000,1,243.000,1,243.000,1
243.200,0,243.200,0,243.200,3
243.400,1,243.400,3,243.400,4
243.600,5,243.600,1,243.600,7
243.800,1,243.800,1,243.800,2
244.000,3,244.000,3,244.000,6
244.200,1,244.200,9,244.200,3
244.400,4,244.400,5,244.400,3
244.600,2,244.600,2,244.600,5
244.800,4,244.800,3,244.800,4
245.000,4,245.000,3,245.000,3
245.200,1,245.200,4,245.200,4
245.400,4,245.400,6,245.400,4
245.600,4,245.600,5,245.600,1
245.800,1,245.800,6,245.800,2
246.000,4,246.000,4,246.000,5
246.200,5,246.200,2,246.200,3
246.400,5,246.400,7,246.400,1
246.600,3,246.600,4,246.600,3
246.800,5,246.800,4,246.800,4
247.000,1,247.000,3,247.000,5
247.200,6,247.200,3,247.200,2
247.400,2,247.400,4,247.400,2
247.600,2,247.600,2,247.600,1
247.800,2,247.800,1,247.800,3
248.000,3,248.000,2,248.000,2
248.200,3,248.200,3,248.200,2
248.400,1,248.400,2,248.400,1
248.600,3,248.600,2,248.600,1
248.800,1,248.800,1,248.800,4
249.000,3,249.000,2,249.000,4
249.200,5,249.200,3,249.200,2
249.400,4,249.400,4,249.400,3
249.600,0,249.600,5,249.600,3
249.800,1,249.800,4,249.800,4
250.000,3,250.000,2,250.000,5
250.200,1,250.200,3,250.200,7
250.400,6,250.400,4,250.400,5
250.600,1,250.600,2,250.600,2
250.800,1,250.800,3,250.800,5
251.000,5,251.000,1,251.000,2
251.200,3,251.200,3,251.200,1
251.400,3,251.400,7,251.400,2
251.600,5,251.600,3,251.600,4
251.800,0,251.800,3,251.800,3
252.000,6,252.000,4,252.000,4
252.200,3,252.200,1,252.200,3
252.400,4,252.400,5,252.400,2
252.600,5,252.600,2,252.600,2
252.800,2,252.800,2,252.800,0
253.000,2,253.000,2,253.000,2
253.200,4,253.200,0,253.200,1
253.400,1,253.400,1,253.400,2
253.600,7,253.600,2,253.600,5
253.800,7,253.800,0,253.800,0
254.000,2,254.000,0,254.000,1
254.200,4,254.200,2,254.200,4
254.400,2,254.400,1,254.400,3
254.600,3,254.600,6,254.600,6
254.800,3,254.800,3,254.800,4
255.000,2,255.000,3,255.000,1
255.200,2,255.200,3,255.200,1
255.400,3,255.400,7,255.400,3
255.600,0,255.600,6,255.600,4
255.800,2,255.800,5,255.800,2
256.000,1,256.000,2,256.000,5
256.200,5,256.200,3,256.200,4
256.400,2,256.400,1,256.400,3
256.600,7,256.600,4,256.600,6
256.800,5,256.800,5,256.800,4
257.000,4,257.000,4,257.000,7
257.200,3,257.200,1,257.200,3
257.400,3,257.400,1,257.400,3
257.600,7,257.600,4,257.600,3
257.800,3,257.800,4,257.800,4
258.000,3,258.000,4,258.000,4
258.200,3,258.200,3,258.200,4
258.400,1,258.400,3,258.400,3
258.600,1,258.600,2,258.600,4
258.800,7,258.800,3,258.800,2
259.000,0,259.000,3,259.000,3
259.200,3,259.200,5,259.200,3
259.400,3,259.400,4,259.400,6
259.600,5,259.600,4,259.600,2
259.800,1,259.800,4,259.800,2
260.000,3,260.000,2,260.000,5
260.200,6,260.200,5,260.200,3
260.400,0,260.400,3,260.400,1
260.600,2,260.600,3,260.600,7
260.800,3,260.800,2,260.800,3
261.000,2,261.000,2,261.000,7
261.200,2,261.200,2,261.200,2
261.400,6,261.400,3,261.400,3
261.600,3,261.600,4,261.600,1
261.800,3,261.800,4,261.800,2
262.000,3,262.000,6,262.000,2
262.200,1,262.200,4,262.200,8
262.400,7,262.400,6,262.400,4
262.600,2,262.600,3,262.600,3
262.800,3,262.800,3,262.800,4
263.000,3,263.000,2,263.000,5
263.200,3,263.200,2,263.200,3
263.400,1,263.400,3,263.400,4
263.600,2,263.600,2,263.600,3
263.800,3,263.800,5,263.800,3
264.000,1,264.000,3,264.000,2
264.200,0,264.200,3,264.200,5
264.400,1,264.400,2,264.400,3
264.600,2,264.600,6,264.600,1
264.800,7,264.800,2,264.800,6
265.000,1,265.000,4,265.000,5
265.200,5,265.200,4,265.200,3
265.400,3,265.400,5,265.400,3
265.600,1,265.600,4,265.600,4
265.800,1,265.800,4,265.800,2
266.000,6,266.000,2,266.000,2
266.200,6,266.200,1,266.200,9
266.400,3,266.400,1,266.400,4
266.600,3,266.600,4,266.600,3
266.800,3,266.800,3,266.800,4
267.000,2,267.000,2,267.000,0
267.200,2,267.200,2,267.200,6
267.400,2,267.400,4,267.400,5
267.600,6,267.600,3,267.600,6
267.800,6,267.800,0,267.800,1
268.000,4,268.000,2,268.000,5
268.200,3,268.200,5,268.200,1
268.400,3,268.400,1,268.400,7
268.600,2,268.600,5,268.600,2
268.800,7,268.800,2,268.800,3
269.000,6,269.000,3,269.000,2
269.200,4,269.200,2,269.200,1
269.400,2,269.400,2,269.400,6
269.600,3,269.600,1,269.600,5
269.800,5,269.800,1,269.800,6
270.000,5,270.000,4,270.000,3
270.200,4,270.200,3,270.200,3
270.400,6,270.400,4,270.400,11
270.600,3,270.600,5,270.600,4
270.800,3,270.800,4,270.800,2
271.000,4,271.000,1,271.000,1
271.200,3,271.200,4,271.200,3
271.400,5,271.400,2,271.400,6
271.600,2,271.600,2,271.600,5
271.800,5,271.800,2,271.800,1
272.000,2,272.000,3,272.000,5
272.200,3,272.200,1,272.200,3
272.400,5,272.400,5,272.400,1
272.600,2,272.600,1,272.600,1
272.800,2,272.800,7,272.800,5
273.000,2,273.000,3,273.000,3
273.200,4,273.200,4,273.200,1
273.400,3,273.400,3,273.400,3
273.600,5,273.600,5,273.600,5
273.800,2,273.800,6,273.800,2
274.000,4,274.000,4,274.000,3
274.200,1,274.200,2,274.200,2
274.400,2,274.400,5,274.400,1
274.600,2,274.600,8,274.600,3
274.800,4,274.800,2,274.800,4
275.000,0,275.000,4,275.000,2
275.200,2,275.200,2,275.200,1
275.400,3,275.400,5,275.400,4
275.600,4,275.600,3,275.600,3
275.800,3,275.800,4,275.800,3
276.000,5,276.000,2,276.000,2
276.200,3,276.200,3,276.200,4
276.400,3,276.400,1,276.400,5
276.600,3,276.600,5,276.600,5
276.800,3,276.800,3,276.800,3
277.000,1,277.000,2,277.000,2
277.200,2,277.200,4,277.200,3
277.400,5,277.400,2,277.400,6
277.600,3,277.600,7,277.600,2
277.800,2,277.800,1,277.800,1
278.000,6,278.000,3,278.000,2
278.200,5,278.200,3,278.200,0
278.400,1,278.400,4,278.400,4
278.600,1,278.600,2,278.600,1
278.800,6,278.800,4,278.800,2
279.000,3,279.000,5,279.000,5
279.200,5,279.200,1,279.200,2
279.400,4,279.400,1,279.400,1
279.600,2,279.600,3,279.600,2
279.800,5,279.800,3,279.800,1
280.000,4,280.000,2,280.000,3
280.200,6,280.200,2,280.200,3
280.400,3,280.400,3,280.400,1
280.600,2,280.600,5,280.600,3
280.800,3,280.800,3,280.800,4
281.000,2,281.000,2,281.000,1
281.200,1,281.200,3,281.200,4
281.400,0,281.400,4,281.400,2
281.600,3,281.600,3,281.600,5
281.800,1,281.800,7,281.800,4
282.000,4,282.000,5,282.000,2
282.200,5,282.200,1,282.200,3
282.400,1,282.400,4,282.400,3
282.600,4,282.600,1,282.600,7
282.800,4,282.800,4,282.800,4
283.000,2,283.000,2,283.000,2
283.200,3,283.200,2,283.200,2
283.400,2,283.400,0,283.400,3
283.600,4,283.600,5,283.600,3
283.800,2,283.800,1,283.800,1
284.000,2,284.000,4,284.000,2
284.200,2,284.200,5,284.200,3
284.400,2,284.400,1,284.400,1
284.600,2,284.600,4,284.600,2
284.800,6,284.800,2,284.800,7
285.000,4,285.000,2,285.000,2
285.200,8,285.200,2,285.200,3
285.400,1,285.400,1,285.400,4
285.600,2,285.600,2,285.600,5
285.800,2,285.800,2,285.800,3
286.000,2,286.000,4,286.000,6
286.200,6,286.200,1,286.200,3
286.400,2,286.400,2,286.400,1
286.600,4,286.600,3,286.600,3
286.800,9,286.800,3,286.800,2
287.000,1,287.000,7,287.000,2
287.200,1,287.200,1,287.200,5
287.400,4,287.400,7,287.400,4
287.600,2,287.600,7,287.600,5
287.800,2,287.800,1,287.800,3
288.000,4,288.000,2,288.000,5
288.200,6,288.200,6,288.200,1
288.400,2,288.400,2,288.400,5
288.600,3,288.600,3,288.600,2
288.800,4,288.800,6,288.800,1
289.000,3,289.000,2,289.000,5
289.200,2,289.200,6,289.200,4
289.400,3,289.400,5,289.400,2
289.600,2,289.600,2,289.600,4
289.800,2,289.800,3,289.800,3
290.000,4,290.000,2,290.000,4
290.200,2,290.200,1,290.200,3
290.400,8,290.400,3,290.400,5
290.600,4,290.600,1,290.600,4
290.800,1,290.800,1,290.800,5
291.000,9,291.000,1,291.000,4
291.200,3,291.200,5,291.200,1
291.400,7,291.400,5,291.400,2
291.600,3,291.600,5,291.600,4
291.800,3,291.800,3,291.800,0
292.000,3,292.000,2,292.000,4
292.200,6,292.200,3,292.200,4
292.400,4,292.400,6,292.400,2
292.600,5,292.600,2,292.600,4
292.800,4,292.800,2,292.800,1
293.000,2,293.000,1,293.000,2
293.200,2,293.200,1,293.200,4
293.400,5,293.400,2,293.400,3
293.600,2,293.600,4,293.600,3
293.800,4,293.800,1,293.800,1
294.000,2,294.000,2,294.000,2
294.200,3,294.200,5,294.200,2
294.400,5,294.400,2,294.400,2
294.600,3,294.600,3,294.600,3
294.800,2,294.800,1,294.800,2
295.000,3,295.000,6,295.000,4
295.200,3,295.200,2,295.200,3
295.400,1,295.400,4,295.400,4
295.600,4,295.600,6,295.600,0
295.800,2,295.800,3,295.800,3
296.000,1,296.000,0,296.000,2
296.200,1,296.200,1,296.200,4
296.400,0,296.400,2,296.400,1
296.600,5,296.600,4,296.600,6
296.800,3,296.800,0,296.800,4
297.000,6,297.000,7,297.000,4
297.200,5,297.200,1,297.200,5
297.400,2,297.400,4,297.400,5
297.600,1,297.600,2,297.600,3
297.800,5,297.800,3,297.800,4
298.000,6,298.000,2,298.000,4
298.200,3,298.200,1,298.200,2
298.400,2,298.400,1,298.400,4
298.600,2,298.600,2,298.600,2
298.800,4,298.800,2,298.800,4
299.000,4,299.000,2,299.000,3
299.200,5,299.200,5,299.200,4
299.400,4,299.400,2,299.400,3
299.600,5,299.600,3,299.600,3
299.800,3,299.800,3,299.800,2
300.000,4,300.000,2,300.000,3
