"Time (s) Run #1","Geiger Counts (counts/sample) Run #1","Time (s) Run #2","Geiger Counts (counts/sample) Run #2","Time (s) Run #3","Geiger Counts (counts/sample) Run #3"
20.600,4,20.600,2,20.600,2
20.800,2,20.800,6,20.800,1
21.000,2,21.000,6,21.000,6
21.200,1,21.200,2,21.200,2
21.400,1,21.400,3,21.400,4
21.600,2,21.600,3,21.600,4
21.800,3,21.800,2,21.800,0
22.000,2,22.000,0,22.000,4
22.200,1,22.200,4,22.200,4
22.400,4,22.400,5,22.400,2
22.600,3,22.600,5,22.600,1
22.800,2,22.800,4,22.800,5
23.000,2,23.000,4,23.000,4
23.200,9,23.200,8,23.200,2
23.400,1,23.400,3,23.400,1
23.600,3,23.600,10,23.600,2
23.800,2,23.800,4,23.800,3
24.000,4,24.000,3,24.000,2
24.200,6,24.200,3,24.200,2
24.400,3,24.400,2,24.400,3
24.600,2,24.600,2,24.600,4
24.800,3,24.800,10,24.800,3
25.000,2,25.000,1,25.000,4
25.200,3,25.200,5,25.200,1
25.400,2,25.400,2,25.400,1
25.600,3,25.600,6,25.600,4
25.800,4,25.800,4,25.800,2
26.000,3,26.000,0,26.000,2
26.200,2,26.200,5,26.200,1
26.400,1,26.400,5,26.400,6
26.600,5,26.600,0,26.600,2
26.800,2,26.800,1,26.800,2
27.000,5,27.000,5,27.000,4
27.200,5,27.200,3,27.200,5
27.400,6,27.400,7,27.400,4
27.600,4,27.600,3,27.600,4
27.800,0,27.800,3,27.800,6
28.000,5,28.000,4,28.000,3
28.200,3,28.200,6,28.200,2
28.400,3,28.400,1,28.400,4
28.600,4,28.600,5,28.600,5
28.800,5,28.800,4,28.800,3
29.000,4,29.000,3,29.000,4
29.200,4,29.200,4,29.200,7
29.400,4,29.400,2,29.400,3
29.600,2,29.600,2,29.600,6
29.800,4,29.800,4,29.800,3
30.000,3,30.000,2,30.000,1
30.200,4,30.200,1,30.200,2
30.400,3,30.400,2,30.400,5
30.600,1,30.600,5,30.600,2
30.800,3,30.800,3,30.800,2
31.000,3,31.000,5,31.000,4
31.200,3,31.200,3,31.200,3
31.400,4,31.400,8,31.400,2
31.600,1,31.600,2,31.600,2
31.800,3,31.800,3,31.800,3
32.000,5,32.000,0,32.000,5
32.200,2,32.200,1,32.200,2
32.400,6,32.400,2,32.400,4
32.600,6,32.600,7,32.600,1
32.800,3,32.800,2,32.800,4
33.000,3,33.000,3,33.000,3
33.200,5,33.200,3,33.200,7
33.400,5,33.400,2,33.400,2
33.600,2,33.600,3,33.600,6
33.800,2,33.800,4,33.800,6
34.000,5,34.000,5,34.000,2
34.200,3,34.200,1,34.200,1
34.400,1,34.400,4,34.400,1
34.600,3,34.600,4,34.600,3
34.800,3,34.800,1,34.800,3
35.000,7,35.000,2,35.000,3
35.200,4,35.200,6,35.200,3
35.400,2,35.400,2,35.400,2
35.600,3,35.600,2,35.600,2
35.800,6,35.800,5,35.800,2
36.000,2,36.000,1,36.000,3
36.200,2,36.200,4,36.200,4
36.400,3,36.400,1,36.400,1
36.600,1,36.600,3,36.600,2
36.800,2,36.800,2,36.800,3
37.000,2,37.000,2,37.000,3
37.200,4,37.200,2,37.200,2
37.400,2,37.400,7,37.400,2
37.600,5,37.600,2,37.600,4
37.800,2,37.800,3,37.800,3
38.000,5,38.000,1,38.000,0
38.200,2,38.200,2,38.200,2
38.400,5,38.400,4,38.400,1
38.600,5,38.600,1,38.600,2
38.800,6,38.800,5,38.800,5
39.000,4,39.000,4,39.000,5
39.200,2,39.200,2,39.200,4
39.400,2,39.400,4,39.400,6
39.600,2,39.600,2,39.600,7
39.800,3,39.800,3,39.800,4
40.000,3,40.000,3,40.000,1
40.200,4,40.200,4,40.200,1
40.400,5,40.400,2,40.400,8
40.600,5,40.600,4,40.600,4
40.800,3,40.800,4,40.800,4
41.000,2,41.000,3,41.000,4
41.200,6,41.200,2,41.200,0
41.400,6,41.400,4,41.400,0
41.600,2,41.600,0,41.600,4
41.800,1,41.800,2,41.800,1
42.000,3,42.000,0,42.000,1
42.200,4,42.200,4,42.200,4
42.400,3,42.400,5,42.400,3
42.600,4,42.600,6,42.600,4
42.800,2,42.800,3,42.800,2
43.000,1,43.000,3,43.000,2
43.200,3,43.200,4,43.200,4
43.400,1,43.400,2,43.400,2
43.600,3,43.600,7,43.600,6
43.800,4,43.800,2,43.800,2
44.000,4,44.000,3,44.000,2
44.200,5,44.200,3,44.200,1
44.400,2,44.400,5,44.400,4
44.600,2,44.600,4,44.600,3
44.800,6,44.800,3,44.800,1
45.000,5,45.000,2,45.000,3
45.200,4,45.200,0,45.200,2
45.400,6,45.400,7,45.400,9
45.600,6,45.600,7,45.600,6
45.800,3,45.800,4,45.800,4
46.000,1,46.000,3,46.000,2
46.200,5,46.200,1,46.200,1
46.400,2,46.400,3,46.400,4
46.600,1,46.600,3,46.600,6
46.800,1,46.800,3,46.800,3
47.000,3,47.000,2,47.000,6
47.200,2,47.200,3,47.200,5
47.400,3,47.400,3,47.400,6
47.600,1,47.600,2,47.600,4
47.800,5,47.800,3,47.800,2
48.000,5,48.000,2,48.000,6
48.200,5,48.200,4,48.200,4
48.400,4,48.400,5,48.400,3
48.600,5,48.600,4,48.600,5
48.800,6,48.800,4,48.800,2
49.000,3,49.000,7,49.000,4
49.200,3,49.200,4,49.200,4
49.400,2,49.400,3,49.400,3
49.600,1,49.600,0,49.600,1
49.800,1,49.800,3,49.800,4
50.000,3,50.000,7,50.000,4
50.200,7,50.200,1,50.200,7
50.400,2,50.400,3,50.400,3
50.600,2,50.600,0,50.600,2
50.800,3,50.800,3,50.800,4
51.000,3,51.000,3,51.000,1
51.200,4,51.200,1,51.200,5
51.400,5,51.400,6,51.400,0
51.600,3,51.600,4,51.600,5
51.800,3,51.800,2,51.800,3
52.000,1,52.000,6,52.000,1
52.200,5,52.200,5,52.200,2
52.400,5,52.400,4,52.400,2
52.600,2,52.600,4,52.600,4
52.800,5,52.800,6,52.800,5
53.000,1,53.000,1,53.000,3
53.200,4,53.200,2,53.200,4
53.400,5,53.400,4,53.400,4
53.600,5,53.600,3,53.600,3
53.800,4,53.800,6,53.800,4
54.000,4,54.000,5,54.000,5
54.200,1,54.200,4,54.200,3
54.400,3,54.400,2,54.400,1
54.600,3,54.600,1,54.600,3
54.800,3,54.800,3,54.800,7
55.000,2,55.000,3,55.000,2
55.200,5,55.200,3,55.200,0
55.400,2,55.400,0,55.400,8
55.600,2,55.600,4,55.600,2
55.800,3,55.800,3,55.800,4
56.000,3,56.000,1,56.000,2
56.200,7,56.200,2,56.200,6
56.400,4,56.400,2,56.400,4
56.600,6,56.600,4,56.600,2
56.800,3,56.800,6,56.800,1
57.000,2,57.000,5,57.000,3
57.200,5,57.200,2,57.200,0
57.400,5,57.400,3,57.400,4
57.600,5,57.600,4,57.600,3
57.800,3,57.800,1,57.800,1
58.000,0,58.000,3,58.000,2
58.200,1,58.200,4,58.200,3
58.400,3,58.400,3,58.400,1
58.600,2,58.600,2,58.600,1
58.800,1,58.800,7,58.800,1
59.000,5,59.000,4,59.000,1
59.200,5,59.200,1,59.200,2
59.400,4,59.400,3,59.400,3
59.600,4,59.600,0,59.600,3
59.800,3,59.800,1,59.800,2
60.000,4,60.000,2,60.000,4
60.200,3,60.200,3,60.200,1
60.400,6,60.400,1,60.400,1
60.600,1,60.600,3,60.600,2
60.800,6,60.800,6,60.800,3
61.000,9,61.000,2,61.000,4
61.200,3,61.200,3,61.200,2
61.400,5,61.400,4,61.400,1
61.600,1,61.600,6,61.600,3
61.800,1,61.800,2,61.800,1
62.000,4,62.000,1,62.000,1
62.200,2,62.200,4,62.200,7
62.400,2,62.400,5,62.400,5
62.600,6,62.600,7,62.600,5
62.800,1,62.800,5,62.800,4
63.000,2,63.000,2,63.000,1
63.200,4,63.200,1,63.200,4
63.400,3,63.400,4,63.400,2
63.600,4,63.600,4,63.600,7
63.800,3,63.800,5,63.800,3
64.000,2,64.000,2,64.000,4
64.200,4,64.200,3,64.200,3
64.400,4,64.400,4,64.400,3
64.600,2,64.600,4,64.600,1
64.800,5,64.800,7,64.800,6
65.000,3,65.000,1,65.000,4
65.200,3,65.200,4,65.200,1
65.400,2,65.400,4,65.400,6
65.600,3,65.600,9,65.600,7
65.800,1,65.800,6,65.800,3
66.000,3,66.000,5,66.000,3
66.200,1,66.200,1,66.200,0
66.400,1,66.400,3,66.400,5
66.600,4,66.600,5,66.600,1
66.800,0,66.800,7,66.800,2
67.000,2,67.000,2,67.000,3
67.200,5,67.200,1,67.200,3
67.400,4,67.400,2,67.400,4
67.600,4,67.600,3,67.600,1
67.800,3,67.800,1,67.800,4
68.000,1,68.000,5,68.000,5
68.200,3,68.200,1,68.200,3
68.400,3,68.400,4,68.400,4
68.600,4,68.600,3,68.600,2
68.800,5,68.800,1,68.800,2
69.000,1,69.000,3,69.000,4
69.200,4,69.200,4,69.200,5
69.400,3,69.400,2,69.400,4
69.600,0,69.600,2,69.600,3
69.800,5,69.800,2,69.800,9
70.000,3,70.000,2,70.000,0
70.200,5,70.200,0,70.200,2
70.400,4,70.400,2,70.400,0
70.600,0,70.600,5,70.600,3
70.800,1,70.800,3,70.800,2
71.000,2,71.000,3,71.000,2
71.200,4,71.200,4,71.200,1
71.400,4,71.400,3,71.400,4
71.600,0,71.600,4,71.600,6
71.800,6,71.800,4,71.800,4
72.000,2,72.000,2,72.000,3
72.200,5,72.200,2,72.200,4
72.400,1,72.400,5,72.400,4
72.600,1,72.600,3,72.600,1
72.800,4,72.800,3,72.800,2
73.000,5,73.000,4,73.000,2
73.200,0,73.200,5,73.200,1
73.400,2,73.400,1,73.400,0
73.600,2,73.600,4,73.600,1
73.800,1,73.800,1,73.800,1
74.000,3,74.000,3,74.000,3
74.200,3,74.200,6,74.200,2
74.400,1,74.400,2,74.400,6
74.600,4,74.600,0,74.600,5
74.800,5,74.800,6,74.800,5
75.000,3,75.000,3,75.000,5
75.200,4,75.200,8,75.200,5
75.400,5,75.400,7,75.400,6
75.600,3,75.600,3,75.600,5
75.800,2,75.800,1,75.800,3
76.000,3,76.000,2,76.000,6
76.200,2,76.200,4,76.200,5
76.400,5,76.400,3,76.400,1
76.600,1,76.600,3,76.600,5
76.800,1,76.800,4,76.800,1
77.000,1,77.000,6,77.000,3
77.200,3,77.200,3,77.200,3
77.400,6,77.400,3,77.400,0
77.600,1,77.600,4,77.600,3
77.800,5,77.800,2,77.800,5
78.000,5,78.000,2,78.000,2
78.200,2,78.200,2,78.200,6
78.400,2,78.400,3,78.400,4
78.600,1,78.600,3,78.600,5
78.800,3,78.800,3,78.800,4
79.000,3,79.000,3,79.000,2
79.200,3,79.200,4,79.200,7
79.400,2,79.400,5,79.400,3
79.600,2,79.600,3,79.600,3
79.800,0,79.800,3,79.800,2
80.000,6,80.000,3,80.000,4
80.200,4,80.200,5,80.200,5
80.400,6,80.400,5,80.400,1
80.600,6,80.600,3,80.600,3
80.800,2,80.800,6,80.800,3
81.000,3,81.000,4,81.000,1
81.200,2,81.200,4,81.200,2
81.400,9,81.400,3,81.400,2
81.600,3,81.600,0,81.600,4
81.800,3,81.800,2,81.800,8
82.000,2,82.000,2,82.000,3
82.200,4,82.200,3,82.200,3
82.400,3,82.400,1,82.400,1
82.600,3,82.600,4,82.600,5
82.800,1,82.800,3,82.800,4
83.000,0,83.000,4,83.000,4
83.200,2,83.200,8,83.200,3
83.400,2,83.400,4,83.400,5
83.600,2,83.600,3,83.600,4
83.800,2,83.800,3,83.800,3
84.000,3,84.000,6,84.000,4
84.200,1,84.200,2,84.200,0
84.400,4,84.400,4,84.400,3
84.600,3,84.600,2,84.600,4
84.800,3,84.800,2,84.800,5
85.000,3,85.000,3,85.000,4
85.200,3,85.200,4,85.200,1
85.400,5,85.400,3,85.400,3
85.600,5,85.600,3,85.600,1
85.800,3,85.800,4,85.800,5
86.000,2,86.000,5,86.000,1
86.200,2,86.200,3,86.200,3
86.400,3,86.400,6,86.400,2
86.600,5,86.600,3,86.600,3
86.800,2,86.800,2,86.800,3
87.000,3,87.000,4,87.000,4
87.200,2,87.200,1,87.200,1
87.400,2,87.400,2,87.400,3
87.600,5,87.600,1,87.600,5
87.800,4,87.800,3,87.800,4
88.000,5,88.000,3,88.000,3
88.200,5,88.200,1,88.200,5
88.400,2,88.400,1,88.400,3
88.600,4,88.600,5,88.600,5
88.800,4,88.800,0,88.800,5
89.000,3,89.000,7,89.000,2
89.200,7,89.200,3,89.200,3
89.400,7,89.400,4,89.400,1
89.600,1,89.600,5,89.600,7
89.800,4,89.800,2,89.800,1
90.000,4,90.000,0,90.000,2
90.200,1,90.200,4,90.200,3
90.400,4,90.400,1,90.400,5
90.600,2,90.600,1,90.600,3
90.800,1,90.800,7,90.800,0
91.000,2,91.000,1,91.000,1
91.200,0,91.200,1,91.200,5
91.400,5,91.400,5,91.400,4
91.600,4,91.600,1,91.600,3
91.800,3,91.800,9,91.800,2
92.000,5,92.000,0,92.000,7
92.200,0,92.200,1,92.200,4
92.400,3,92.400,3,92.400,5
92.600,5,92.600,3,92.600,3
92.800,0,92.800,0,92.800,2
93.000,4,93.000,1,93.000,2
93.200,4,93.200,0,93.200,2
93.400,3,93.400,4,93.400,0
93.600,5,93.600,2,93.600,1
93.800,0,93.800,5,93.800,2
94.000,1,94.000,3,94.000,7
94.200,4,94.200,5,94.200,3
94.400,2,94.400,3,94.400,4
94.600,3,94.600,4,94.600,9
94.800,4,94.800,1,94.800,8
95.000,3,95.000,4,95.000,4
95.200,2,95.200,4,95.200,4
95.400,2,95.400,7,95.400,1
95.600,5,95.600,3,95.600,6
95.800,1,95.800,6,95.800,2
96.000,4,96.000,1,96.000,0
96.200,6,96.200,0,96.200,10
96.400,4,96.400,4,96.400,4
96.600,3,96.600,5,96.600,3
96.800,5,96.800,3,96.800,0
97.000,2,97.000,0,97.000,4
97.200,6,97.200,2,97.200,5
97.400,2,97.400,1,97.400,6
97.600,2,97.600,4,97.600,3
97.800,5,97.800,2,97.800,6
98.000,4,98.000,4,98.000,2
98.200,2,98.200,5,98.200,8
98.400,3,98.400,1,98.400,4
98.600,2,98.600,2,98.600,3
98.800,3,98.800,3,98.800,2
99.000,0,99.000,2,99.000,4
99.200,2,99.200,3,99.200,2
99.400,7,99.400,3,99.400,4
99.600,1,99.600,1,99.600,2
99.800,5,99.800,3,99.800,0
100.000,0,100.000,4,100.000,3
100.200,1,100.200,2,100.200,4
100.400,3,100.400,6,100.400,3
100.600,2,100.600,2,100.600,2
100.800,4,100.800,0,100.800,3
101.000,2,101.000,3,101.000,1
101.200,2,101.200,4,101.200,2
101.400,6,101.400,3,101.400,4
101.600,5,101.600,3,101.600,3
101.800,4,101.800,3,101.800,3
102.000,2,102.000,3,102.000,5
102.200,1,102.200,4,102.200,2
102.400,3,102.400,1,102.400,3
102.600,9,102.600,4,102.600,4
102.800,6,102.800,5,102.800,3
103.000,4,103.000,4,103.000,3
103.200,3,103.200,4,103.200,4
103.400,2,103.400,5,103.400,4
103.600,1,103.600,3,103.600,2
103.800,3,103.800,2,103.800,2
104.000,0,104.000,8,104.000,3
104.200,4,104.200,2,104.200,5
104.400,3,104.400,4,104.400,3
104.600,5,104.600,4,104.600,8
104.800,5,104.800,1,104.800,1
105.000,0,105.000,1,105.000,1
105.200,5,105.200,4,105.200,2
105.400,0,105.400,3,105.400,4
105.600,3,105.600,1,105.600,3
105.800,5,105.800,1,105.800,4
106.000,1,106.000,6,106.000,4
106.200,2,106.200,2,106.200,3
106.400,4,106.400,5,106.400,5
106.600,6,106.600,1,106.600,3
106.800,4,106.800,2,106.800,5
107.000,2,107.000,2,107.000,2
107.200,4,107.200,3,107.200,1
107.400,6,107.400,5,107.400,5
107.600,2,107.600,6,107.600,2
107.800,1,107.800,4,107.800,2
108.000,2,108.000,7,108.000,3
108.200,4,108.200,3,108.200,3
108.400,5,108.400,2,108.400,3
108.600,6,108.600,6,108.600,4
108.800,1,108.800,2,108.800,3
109.000,1,109.000,4,109.000,2
109.200,3,109.200,5,109.200,6
109.400,2,109.400,4,109.400,2
109.600,3,109.600,7,109.600,0
109.800,2,109.800,1,109.800,4
110.000,3,110.000,5,110.000,3
110.200,3,110.200,5,110.200,3
110.400,3,110.400,4,110.400,3
110.600,3,110.600,5,110.600,2
110.800,4,110.800,3,110.800,1
111.000,1,111.000,4,111.000,5
111.200,3,111.200,1,111.200,2
111.400,5,111.400,0,111.400,6
111.600,2,111.600,1,111.600,1
111.800,5,111.800,0,111.800,2
112.000,2,112.000,2,112.000,7
112.200,3,112.200,2,112.200,8
112.400,2,112.400,4,112.400,4
112.600,2,112.600,2,112.600,2
112.800,3,112.800,1,112.800,3
113.000,4,113.000,3,113.000,2
113.200,3,113.200,6,113.200,6
113.400,4,113.400,7,113.400,4
113.600,0,113.600,3,113.600,3
113.800,3,113.800,2,113.800,3
114.000,2,114.000,3,114.000,2
114.200,5,114.200,4,114.200,3
114.400,6,114.400,3,114.400,0
114.600,3,114.600,1,114.600,3
114.800,3,114.800,6,114.800,3
115.000,5,115.000,4,115.000,1
115.200,1,115.200,1,115.200,3
115.400,3,115.400,3,115.400,5
115.600,1,115.600,7,115.600,4
115.800,3,115.800,4,115.800,3
116.000,4,116.000,0,116.000,2
116.200,0,116.200,4,116.200,3
116.400,6,116.400,3,116.400,7
116.600,3,116.600,2,116.600,7
116.800,3,116.800,2,116.800,3
117.000,1,117.000,1,117.000,3
117.200,3,117.200,5,117.200,3
117.400,1,117.400,2,117.400,4
117.600,1,117.600,2,117.600,6
117.800,1,117.800,1,117.800,3
118.000,2,118.000,6,118.000,5
118.200,2,118.200,3,118.200,4
118.400,0,118.400,4,118.400,5
118.600,6,118.600,2,118.600,2
118.800,5,118.800,3,118.800,1
119.000,1,119.000,1,119.000,2
119.200,2,119.200,5,119.200,2
119.400,7,119.400,2,119.400,6
119.600,6,119.600,2,119.600,2
119.800,1,119.800,2,119.800,6
120.000,3,120.000,3,120.000,2
120.200,1,120.200,2,120.200,2
120.400,2,120.400,7,120.400,6
120.600,3,120.600,3,120.600,0
120.800,4,120.800,3,120.800,5
121.000,4,121.000,2,121.000,6
121.200,3,121.200,1,121.200,3
121.400,5,121.400,4,121.400,2
121.600,1,121.600,6,121.600,1
121.800,5,121.800,1,121.800,3
122.000,0,122.000,4,122.000,0
122.200,8,122.200,6,122.200,1
122.400,1,122.400,4,122.400,3
122.600,5,122.600,4,122.600,2
122.800,4,122.800,3,122.800,2
123.000,0,123.000,1,123.000,3
123.200,5,123.200,4,123.200,1
123.400,1,123.400,3,123.400,2
123.600,5,123.600,3,123.600,3
123.800,3,123.800,2,123.800,3
124.000,3,124.000,4,124.000,1
124.200,3,124.200,3,124.200,5
124.400,2,124.400,2,124.400,5
124.600,4,124.600,2,124.600,1
124.800,3,124.800,2,124.800,2
125.000,9,125.000,4,125.000,1
125.200,4,125.200,1,125.200,4
125.400,2,125.400,2,125.400,5
125.600,4,125.600,1,125.600,4
125.800,3,125.800,2,125.800,3
126.000,1,126.000,0,126.000,7
126.200,3,126.200,3,126.200,1
126.400,3,126.400,4,126.400,1
126.600,6,126.600,4,126.600,3
126.800,2,126.800,1,126.800,3
127.000,6,127.000,2,127.000,3
127.200,3,127.200,3,127.200,2
127.400,2,127.400,5,127.400,0
127.600,4,127.600,2,127.600,4
127.800,1,127.800,1,127.800,6
128.000,5,128.000,2,128.000,3
128.200,0,128.200,2,128.200,3
128.400,0,128.400,3,128.400,1
128.600,2,128.600,2,128.600,3
128.800,4,128.800,5,128.800,1
129.000,1,129.000,4,129.000,6
129.200,3,129.200,2,129.200,4
129.400,6,129.400,1,129.400,2
129.600,0,129.600,3,129.600,3
129.800,1,129.800,6,129.800,3
130.000,3,130.000,2,130.000,2
130.200,1,130.200,6,130.200,1
130.400,2,130.400,2,130.400,3
130.600,4,130.600,3,130.600,6
130.800,3,130.800,0,130.800,3
131.000,2,131.000,6,131.000,3
131.200,3,131.200,2,131.200,1
131.400,4,131.400,9,131.400,5
131.600,4,131.600,3,131.600,2
131.800,6,131.800,2,131.800,3
132.000,1,132.000,3,132.000,5
132.200,2,132.200,3,132.200,3
132.400,2,132.400,1,132.400,5
132.600,1,132.600,4,132.600,2
132.800,4,132.800,8,132.800,1
133.000,5,133.000,5,133.000,3
133.200,2,133.200,2,133.200,5
133.400,3,133.400,4,133.400,6
133.600,5,133.600,1,133.600,2
133.800,2,133.800,2,133.800,0
134.000,3,134.000,6,134.000,2
134.200,1,134.200,4,134.200,5
134.400,2,134.400,3,134.400,2
134.600,2,134.600,1,134.600,4
134.800,1,134.800,1,134.800,4
135.000,2,135.000,0,135.000,1
135.200,2,135.200,2,135.200,2
135.400,3,135.400,2,135.400,1
135.600,1,135.600,4,135.600,4
135.800,1,135.800,4,135.800,5
136.000,4,136.000,0,136.000,2
136.200,2,136.200,4,136.200,1
136.400,3,136.400,3,136.400,2
136.600,4,136.600,2,136.600,6
136.800,3,136.800,2,136.800,2
137.000,5,137.000,3,137.000,3
137.200,5,137.200,3,137.200,4
137.400,4,137.400,2,137.400,2
137.600,2,137.600,6,137.600,5
137.800,2,137.800,3,137.800,2
138.000,2,138.000,2,138.000,3
138.200,2,138.200,7,138.200,5
138.400,3,138.400,2,138.400,3
138.600,2,138.600,4,138.600,6
138.800,4,138.800,2,138.800,0
139.000,4,139.000,3,139.000,2
139.200,2,139.200,4,139.200,2
139.400,5,139.400,1,139.400,6
139.600,1,139.600,2,139.600,0
139.800,2,139.800,3,139.800,1
140.000,3,140.000,2,140.000,3
140.200,2,140.200,2,140.200,2
140.400,3,140.400,4,140.400,4
140.600,2,140.600,5,140.600,5
140.800,1,140.800,1,140.800,2
141.000,1,141.000,7,141.000,3
141.200,3,141.200,3,141.200,3
141.400,1,141.400,5,141.400,5
141.600,2,141.600,1,141.600,4
141.800,1,141.800,2,141.800,1
142.000,3,142.000,2,142.000,2
142.200,4,142.200,1,142.200,2
142.400,2,142.400,1,142.400,3
142.600,4,142.600,2,142.600,4
142.800,6,142.800,4,142.800,4
143.000,4,143.000,4,143.000,7
143.200,0,143.200,1,143.200,3
143.400,4,143.400,6,143.400,1
143.600,7,143.600,1,143.600,2
143.800,3,143.800,2,143.800,3
144.000,3,144.000,3,144.000,3
144.200,3,144.200,6,144.200,5
144.400,3,144.400,4,144.400,0
144.600,2,144.600,4,144.600,3
144.800,5,144.800,3,144.800,3
145.000,2,145.000,2,145.000,1
145.200,1,145.200,4,145.200,2
145.400,1,145.400,4,145.400,2
145.600,7,145.600,6,145.600,10
145.800,1,145.800,2,145.800,6
146.000,2,146.000,1,146.000,4
146.200,2,146.200,3,146.200,3
146.400,3,146.400,5,146.400,4
146.600,3,146.600,2,146.600,3
146.800,1,146.800,1,146.800,3
147.000,4,147.000,6,147.000,6
147.200,1,147.200,4,147.200,1
147.400,10,147.400,4,147.400,3
147.600,4,147.600,1,147.600,2
147.800,3,147.800,3,147.800,2
148.000,4,148.000,2,148.000,0
148.200,6,148.200,3,148.200,2
148.400,1,148.400,3,148.400,2
148.600,6,148.600,3,148.600,3
148.800,3,148.800,2,148.800,1
149.000,5,149.000,4,149.000,6
149.200,2,149.200,7,149.200,4
149.400,5,149.400,1,149.400,4
149.600,3,149.600,7,149.600,2
149.800,1,149.800,1,149.800,2
150.000,5,150.000,3,150.000,5
150.200,0,150.200,4,150.200,3
150.400,1,150.400,4,150.400,1
150.600,4,150.600,5,150.600,2
150.800,1,150.800,4,150.800,3
151.000,2,151.000,2,151.000,4
151.200,2,151.200,4,151.200,4
151.400,5,151.400,3,151.400,5
151.600,7,151.600,3,151.600,5
151.800,7,151.800,5,151.800,3
152.000,3,152.000,5,152.000,3
152.200,3,152.200,2,152.200,4
152.400,3,152.400,1,152.400,2
152.600,3,152.600,4,152.600,4
152.800,3,152.800,1,152.800,2
153.000,3,153.000,5,153.000,2
153.200,4,153.200,7,153.200,3
153.400,4,153.400,6,153.400,3
